"","year","month","day","breed","gender","spayneuter","zipcode","age"
"949",2019,5,12,NA,"U",FALSE,NA,NA
"950",2019,5,13,NA,"U",FALSE,NA,NA
"951",2019,5,5,"mixed","M",TRUE,"11205",6
"952",2019,5,16,"chihuahua","U",FALSE,"11220",NA
"953",2019,4,24,"rottweiler","U",FALSE,NA,NA
"954",2019,4,23,"pit bull","U",FALSE,"11210",NA
"955",2019,5,18,"pit bull","F",FALSE,"11223",2
"956",2019,5,6,"bull terrier","M",TRUE,"11231",3
"957",2019,5,14,"mixed","M",FALSE,"11213",3
"958",2019,5,13,"mixed","M",FALSE,"11213",3
"959",2019,5,20,"dachshund smooth coat miniature","M",FALSE,NA,0.67
"960",2019,4,26,"sheperd","U",FALSE,"11207",NA
"961",2019,5,15,"pit bull","U",FALSE,"11211",NA
"962",2019,5,16,"yorkshire terrier","M",FALSE,"11225",7
"963",2019,5,18,NA,"U",FALSE,"11221",NA
"964",2019,5,20,"terrier","U",FALSE,"11228",NA
"965",2019,5,22,"mixed","U",FALSE,"11208",NA
"966",2019,5,21,NA,"U",FALSE,NA,NA
"967",2019,5,20,"pit bull","U",FALSE,"11214",NA
"968",2019,5,15,"german shepherd","U",FALSE,"11226",NA
"969",2019,5,23,"mixed","M",FALSE,"11208",11
"970",2019,5,17,NA,"U",FALSE,"11219",NA
"971",2019,5,18,NA,"U",FALSE,"11209",NA
"972",2019,5,27,"wheaton terrier","M",TRUE,"11234",6
"973",2019,5,27,"husky","U",FALSE,"11221",NA
"974",2019,5,27,"yorkshire terrier","M",FALSE,NA,2
"975",2019,5,28,"american bully","M",FALSE,"11234",2
"976",2019,5,24,NA,"U",FALSE,NA,NA
"977",2019,5,20,"belgian sheperd","U",FALSE,"11225",NA
"978",2019,5,19,"pit bull","U",FALSE,"11219",NA
"979",2019,5,25,"pit bull","F",TRUE,"11209",4
"980",2019,5,12,"chow chow/rottweiler","M",FALSE,NA,4
"981",2019,5,20,"pit bull","U",FALSE,"11207",NA
"982",2019,5,24,"bichon frise","U",FALSE,"11201",NA
"983",2019,5,24,"shepherd","U",FALSE,"11222",NA
"984",2019,5,22,"jack russ","U",FALSE,"11211",NA
"985",2019,6,1,"mixed","U",FALSE,"11236",NA
"986",2019,5,27,"pit bull","U",FALSE,"11205",NA
"987",2019,6,1,"great dane","U",FALSE,"11221",NA
"988",2019,5,24,"pit bull","U",FALSE,"11226",NA
"989",2019,5,26,"maltese/yorkshire terrier","M",FALSE,"11234",0.5
"990",2019,5,24,"golden retriever","U",FALSE,NA,NA
"991",2019,5,27,NA,"U",FALSE,NA,NA
"992",2019,5,29,"mixed","U",FALSE,"11209",NA
"993",2019,5,27,"pit bull","F",FALSE,"11234",3
"994",2019,6,1,"chihuahua","M",TRUE,NA,3
"995",2019,6,3,"border collie","F",TRUE,"11217",1
"996",2019,6,1,"corgi","M",TRUE,"11209",5
"997",2019,5,31,"puggle","U",FALSE,"11226",NA
"998",2019,5,31,NA,"U",FALSE,"11223",NA
"999",2019,5,26,"german shepherd","M",FALSE,"11235",7
"1000",2019,6,5,"cocker spaniel","U",FALSE,"11224",NA
