id,name,state,census_region,pop_dens,pct_aa,pop,female,caucasian,african_american,travel_time,land_area,hh_income,fips,votes_dem_2016,votes_gop_2016,total_votes_2016,partywinner12
29055,Crawford County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",24650,50.5,97.5,0.4,28.6,742.52,35897,29055,1824,7724,9920,Republican
29057,Dade County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",7628,49.4,95.7,0.5,24.9,490.01,35483,29057,637,3184,3951,Republican
29059,Dallas County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",16389,50.1,96.7,0.3,31,540.77,40120,29059,1271,5895,7440,Republican
29061,Daviess County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",8297,49.7,97.6,0.6,28.9,563.24,42393,29061,730,2763,3689,Republican
29063,DeKalb County,MO,Midwest,"[ 17,   45)","[10.0,15.0)",12692,37.1,86.6,11.4,23.7,421.36,44092,29063,824,3540,4590,Republican
29065,Dent County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",15655,50.3,96.1,0.6,24.1,752.79,36311,29065,978,5599,6778,Republican
29067,Douglas County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",13546,50.5,96.7,0.4,30.7,813.63,32130,29067,984,5486,6664,Republican
29069,Dunklin County,MO,Midwest,"[ 45,  118)","[10.0,15.0)",31344,52,87.1,10.4,20.1,541.07,31304,29069,2360,8026,10574,Republican
29071,Franklin County,MO,Midwest,"[ 45,  118)","[ 0.0, 2.0)",102084,50.4,96.9,1,27.9,922.68,48857,29071,12339,35420,50045,Republican
29073,Gasconade County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",14866,50.8,97.7,0.3,27.1,517.8,41392,29073,1519,5670,7444,Republican
29075,Gentry County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",6826,51.4,98.1,0.5,20.5,491.42,39192,29075,605,2304,3033,Republican
29077,Greene County,MO,Midwest,"[118,71672]","[ 2.0, 5.0)",285865,51.2,91.5,3.2,19,675.3,40337,29077,42400,77387,127609,Republican
29079,Grundy County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",10197,52.3,97,0.8,20.3,435.28,37964,29079,780,3462,4413,Republican
29081,Harrison County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",8639,50,97.4,0.4,21.2,722.5,37739,29081,574,2965,3682,Republican
29083,Henry County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",22028,51,96.2,1.2,23,696.95,39839,29083,2356,7072,9855,Republican
29085,Hickory County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",9219,51.4,96.8,0.4,32.6,399.09,29325,29085,1016,3539,4717,Republican
29087,Holt County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",4516,51.1,97.5,0.2,20.3,462.69,42979,29087,346,1926,2348,Republican
29089,Howard County,MO,Midwest,"[ 17,   45)","[ 5.0,10.0)",10159,50.3,91.9,5.3,24.5,463.85,42747,29089,1279,3277,4851,Republican
29091,Howell County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",40173,51.1,96.5,0.5,19.6,927.25,32533,29091,2880,13888,17415,Republican
29093,Iron County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",10267,50.7,95.9,1.6,24.7,550.26,36387,29093,933,3173,4260,Republican
29095,Jackson County,MO,Midwest,"[118,71672]","[15.0,25.0)",683191,51.6,70.5,24,22.8,604.46,47015,29095,163723,114777,294063,Democrat
29097,Jasper County,MO,Midwest,"[118,71672]","[ 2.0, 5.0)",117543,51,91.5,2.3,18.4,638.49,40399,29097,10565,35058,48179,Republican
29099,Jefferson County,MO,Midwest,"[118,71672]","[ 0.0, 2.0)",222716,50.3,96.6,1,30.1,656.63,54845,29099,31546,68973,105969,Republican
29101,Johnson County,MO,Midwest,"[ 45,  118)","[ 2.0, 5.0)",54362,48.8,89.7,4.7,22.7,829.28,47223,29101,5924,13702,21087,Republican
29103,Knox County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",4000,50.5,97.7,0.5,21.1,504.01,34481,29103,379,1413,1867,Republican
29105,Laclede County,MO,Midwest,"[ 45,  118)","[ 0.0, 2.0)",35439,50.7,96,0.8,21.6,764.72,39013,29105,2543,12834,15959,Republican
29107,Lafayette County,MO,Midwest,"[ 45,  118)","[ 2.0, 5.0)",32688,50.5,94.6,2.3,26.5,628.43,50527,29107,4047,10977,15815,Republican
29109,Lawrence County,MO,Midwest,"[ 45,  118)","[ 0.0, 2.0)",38023,50.6,96.2,0.5,21.6,611.74,39334,29109,2898,13084,16674,Republican
29111,Lewis County,MO,Midwest,"[ 17,   45)","[ 2.0, 5.0)",10138,49.8,94.4,3.4,24.1,505.04,42071,29111,933,3343,4452,Republican
29113,Lincoln County,MO,Midwest,"[ 45,  118)","[ 2.0, 5.0)",54249,49.9,95.5,2,34.1,626.56,52835,29113,5561,18111,24857,Republican
29115,Linn County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",12311,51.6,97.3,0.8,17.7,615.56,38250,29115,1239,4084,5572,Republican
29117,Livingston County,MO,Midwest,"[ 17,   45)","[ 2.0, 5.0)",15053,55.1,94.8,2.8,16.4,532.33,40116,29117,1265,4879,6408,Republican
29119,McDonald County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",22800,49.5,89.5,1.5,27.1,539.48,37997,29119,1329,6599,8233,Republican
29121,Macon County,MO,Midwest,"[ 17,   45)","[ 2.0, 5.0)",15479,50.8,94.9,2.4,20.8,801.23,38443,29121,1518,5794,7579,Republican
29123,Madison County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",12368,50.8,97.2,0.5,25.7,494.39,35870,29123,1005,4102,5318,Republican
29125,Maries County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",9013,50,97.5,0.4,28.2,526.98,42566,29125,794,3559,4498,Republican
29127,Marion County,MO,Midwest,"[ 45,  118)","[ 5.0,10.0)",28920,51.8,91.7,5.2,19.5,436.92,42046,29127,2993,9418,12902,Republican
29129,Mercer County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",3719,49.9,97.6,0.2,21.1,453.84,40272,29129,216,1486,1739,Republican
29131,Miller County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",25141,50.3,96.5,0.6,28.8,592.6,35507,29131,1750,9285,11414,Republican
29133,Mississippi County,MO,Midwest,"[ 17,   45)","[15.0,25.0)",14232,46.5,74,24.4,18.6,411.58,29787,29133,1458,3600,5165,Republican
29135,Moniteau County,MO,Midwest,"[ 17,   45)","[ 2.0, 5.0)",15856,47,94,3.9,25.8,415.03,47118,29135,1237,5344,6808,Republican
29137,Monroe County,MO,Midwest,"[  0,   17)","[ 2.0, 5.0)",8707,49.7,94.9,2.8,25.9,647.65,40657,29137,853,3159,4147,Republican
29139,Montgomery County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",11841,50.5,96.3,1.5,28.3,536.25,40236,29139,1118,4124,5424,Republican
29141,Morgan County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",20240,49.5,96.2,0.9,25,597.63,34797,29141,1768,6757,8815,Republican
29143,New Madrid County,MO,Midwest,"[ 17,   45)","[15.0,25.0)",18272,52.3,81.7,15.7,16.2,674.84,35793,29143,1933,5270,7352,Republican
29145,Newton County,MO,Midwest,"[ 45,  118)","[ 0.0, 2.0)",58598,50.4,91.2,1,20.9,624.77,42268,29145,4988,20546,26506,Republican
29147,Nodaway County,MO,Midwest,"[ 17,   45)","[ 2.0, 5.0)",23081,49.5,94.4,2.7,15.5,876.96,36641,29147,2529,6379,9439,Republican
29149,Oregon County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",10911,51,95.8,0.4,21.2,789.8,27743,29149,865,3668,4664,Republican
29151,Osage County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",13703,48,98.6,0.3,26,604.35,51408,29151,998,5845,7078,Republican
29153,Ozark County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",9492,49.7,97.2,0.3,29.7,744.97,32078,29153,724,3639,4501,Republican
29155,Pemiscot County,MO,Midwest,"[ 17,   45)","[25.0,50.0)",17650,52.6,71.1,26.7,15.5,492.54,28889,29155,1946,3964,6025,Republican
29157,Perry County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",19202,50.1,97.3,0.5,21.5,474.35,47876,29157,1520,6907,8732,Republican
29159,Pettis County,MO,Midwest,"[ 45,  118)","[ 2.0, 5.0)",42225,50.6,93,3.3,19.4,682.22,38580,29159,4322,12792,18045,Republican
29161,Phelps County,MO,Midwest,"[ 45,  118)","[ 2.0, 5.0)",44847,47.6,91.2,2.5,19.2,671.78,41964,29161,4761,12699,18499,Republican
29163,Pike County,MO,Midwest,"[ 17,   45)","[ 5.0,10.0)",18541,45.1,90.6,7.5,21.3,670.44,39850,29163,1806,5274,7375,Republican
29165,Platte County,MO,Midwest,"[118,71672]","[ 5.0,10.0)",94788,50.7,87.7,6.4,23.3,420.19,67721,29165,18915,24975,46641,Republican
29167,Polk County,MO,Midwest,"[ 45,  118)","[ 0.0, 2.0)",31054,51.1,96,0.9,24.3,635.52,39512,29167,2630,10435,13709,Republican
29169,Pulaski County,MO,Midwest,"[ 45,  118)","[10.0,15.0)",53436,43.4,78.4,12.5,18.6,547.1,49820,29169,2918,9870,13443,Republican
29171,Putnam County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",4829,49.6,98.2,0.3,22,517.32,36713,29171,352,1936,2342,Republican
29173,Ralls County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",10255,49.5,97,1.2,21.5,469.78,47969,29173,1138,3969,5266,Republican
29175,Randolph County,MO,Midwest,"[ 45,  118)","[ 5.0,10.0)",25072,47.9,91.1,5.8,20.9,482.68,37203,29175,2283,7529,10309,Republican
29177,Ray County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",22949,50,96.1,1.4,31.2,568.81,52698,29177,3088,7103,10835,Republican
29179,Reynolds County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",6565,48.7,96.3,0.8,25,808.48,34496,29179,540,2402,3032,Republican
29181,Ripley County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",13969,50.6,96.6,0.5,22,629.54,32291,29181,830,4520,5518,Republican
29183,St. Charles County,MO,Midwest,"[118,71672]","[ 2.0, 5.0)",379493,50.9,91,4.6,24.9,560.44,71077,29183,68225,120899,199513,Republican
29185,St. Clair County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",9457,49.4,96.4,0.7,22.8,669.98,31539,29185,936,3501,4630,Republican
29186,Ste. Genevieve County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",17914,49.3,97.6,0.7,27.3,499.15,48433,29186,2540,5495,8459,Republican
29187,St. Francois County,MO,Midwest,"[118,71672]","[ 2.0, 5.0)",65960,46.6,93.5,4.6,25.5,451.89,37238,29187,6250,17467,24714,Republican
29189,St. Louis County,MO,Midwest,"[118,71672]","[15.0,25.0)",1001876,52.7,70.3,23.7,23.4,507.8,58910,29189,280866,199081,503493,Democrat
29195,Saline County,MO,Midwest,"[ 17,   45)","[ 5.0,10.0)",23347,50.4,89.7,5.5,17.8,755.5,39519,29195,2787,5977,9245,Republican
29197,Schuyler County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",4370,51.2,98.5,0.2,27.2,307.3,34688,29197,354,1505,1933,Republican
29199,Scotland County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",4863,50.6,98.8,0.1,20.7,436.67,39028,29199,365,1525,1968,Republican
29201,Scott County,MO,Midwest,"[ 45,  118)","[10.0,15.0)",38903,51.4,85.9,11.7,19.2,419.99,40651,29201,3574,13168,17244,Republican
29203,Shannon County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",8329,50.3,95.9,0.3,20.9,1003.82,31132,29203,776,2966,3904,Republican
29205,Shelby County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",6108,50.3,97.9,0.6,22.4,500.86,35938,29205,606,2524,3252,Republican
29207,Stoddard County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",29867,51.4,97,1.1,21.4,823.22,37965,29207,1873,11077,13278,Republican
29209,Stone County,MO,Midwest,"[ 45,  118)","[ 0.0, 2.0)",31104,51,97.1,0.4,28.2,464.03,40850,29209,2886,13149,16538,Republican
29211,Sullivan County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",6411,49.2,96.2,1.4,17,647.98,36676,29211,526,1884,2484,Republican
29213,Taney County,MO,Midwest,"[ 45,  118)","[ 0.0, 2.0)",54230,51.4,94.5,1.6,19.8,632.44,38461,29213,4367,18240,23399,Republican
29215,Texas County,MO,Midwest,"[ 17,   45)","[ 2.0, 5.0)",25642,48,93.2,3.7,27.5,1177.27,36082,29215,1728,8875,10935,Republican
29217,Vernon County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",21001,51.4,96.2,0.7,17.9,826.4,38679,29217,1706,6526,8576,Republican
29219,Warren County,MO,Midwest,"[ 45,  118)","[ 2.0, 5.0)",33253,50.4,94.9,2.3,30.8,428.6,50830,29219,3915,11109,15766,Republican
29221,Washington County,MO,Midwest,"[ 17,   45)","[ 2.0, 5.0)",25077,48.5,95.6,2.3,33.1,759.91,34702,29221,1926,7047,9279,Republican
29223,Wayne County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",13452,50.3,97,0.6,26.1,759.18,33159,29223,946,4640,5738,Republican
29225,Webster County,MO,Midwest,"[ 45,  118)","[ 0.0, 2.0)",36888,49.1,96.3,1.1,30.7,592.56,44596,29225,3173,12829,16690,Republican
29227,Worth County,MO,Midwest,"[  0,   17)","[ 0.0, 2.0)",2073,50.4,97.4,0.9,26.5,266.61,39348,29227,195,808,1046,Republican
29229,Wright County,MO,Midwest,"[ 17,   45)","[ 0.0, 2.0)",18291,50.9,96.9,0.6,26,681.77,28645,29229,1166,6703,8086,Republican
29510,St. Louis city,MO,Midwest,"[118,71672]","[25.0,50.0)",317419,51.6,46.4,47.9,23.9,61.91,34582,29510,101487,20281,127403,Democrat
30001,Beaverhead County,MT,West,"[  0,   17)","[ 0.0, 2.0)",9345,48.8,94.9,0.4,14,5541.62,41614,30001,1115,3243,4676,Republican
30003,Big Horn County,MT,West,"[  0,   17)","[ 0.0, 2.0)",13282,50.3,31.6,0.4,18.6,4995.46,39966,30003,2061,1833,4148,Democrat
30005,Blaine County,MT,West,"[  0,   17)","[ 0.0, 2.0)",6619,50.4,48.6,0.2,14.6,4227.55,37151,30005,1187,1259,2621,Democrat
30007,Broadwater County,MT,West,"[  0,   17)","[ 0.0, 2.0)",5667,49.2,96.3,0.4,25.3,1192.54,45932,30007,566,2329,3097,Republican
30009,Carbon County,MT,West,"[  0,   17)","[ 0.0, 2.0)",10399,49.4,96.9,0.4,27.1,2048.79,47831,30009,1824,3729,5923,Republican
30011,Carter County,MT,West,"[  0,   17)","[ 0.0, 2.0)",1169,48.9,98.4,0.1,13,3340.75,39659,30011,70,677,777,Republican
30013,Cascade County,MT,West,"[ 17,   45)","[ 0.0, 2.0)",82344,49.7,89.1,1.6,15.8,2698.16,44963,30013,12053,19343,33791,Republican
30015,Chouteau County,MT,West,"[  0,   17)","[ 0.0, 2.0)",5894,50.7,76.6,0.2,17.5,3972.49,40070,30015,729,1676,2571,Republican
30017,Custer County,MT,West,"[  0,   17)","[ 0.0, 2.0)",12092,50.1,95.2,0.5,14.2,3783.36,43524,30017,1172,3638,5145,Republican
30019,Daniels County,MT,West,"[  0,   17)","[ 0.0, 2.0)",1793,50.5,95.2,0.3,9.8,1426.11,46100,30019,167,729,952,Republican
30021,Dawson County,MT,West,"[  0,   17)","[ 0.0, 2.0)",9518,48.7,95.1,0.4,18.3,2371.87,50405,30021,786,3298,4297,Republican
30023,Deer Lodge County,MT,West,"[  0,   17)","[ 0.0, 2.0)",9150,46.4,93.2,0.5,20.2,736.53,38958,30023,2018,1736,4099,Democrat
30025,Fallon County,MT,West,"[  0,   17)","[ 0.0, 2.0)",3108,48.5,96.9,0.2,12,1620.77,51164,30025,154,1276,1474,Republican
30027,Fergus County,MT,West,"[  0,   17)","[ 0.0, 2.0)",11442,49.7,96.3,0.4,14.3,4339.8,38344,30027,1196,4235,5782,Republican
30029,Flathead County,MT,West,"[ 17,   45)","[ 0.0, 2.0)",94924,50.1,95.4,0.3,18.6,5087.66,46581,30029,13233,30079,46144,Republican
30031,Gallatin County,MT,West,"[ 17,   45)","[ 0.0, 2.0)",97308,48.5,95.4,0.4,16.8,2602.69,52833,30031,23879,23360,52169,Republican
30033,Garfield County,MT,West,"[  0,   17)","[ 0.0, 2.0)",1309,50.1,98.4,0.2,10.6,4675.36,45096,30033,34,653,715,Republican
30035,Glacier County,MT,West,"[  0,   17)","[ 0.0, 2.0)",13696,50.7,33.1,0.2,12.4,2995.94,33519,30035,3076,1598,4969,Democrat
30037,Golden Valley County,MT,West,"[  0,   17)","[ 0.0, 2.0)",852,48.4,95.1,0.3,27,1175.34,39313,30037,71,365,468,Republican
30039,Granite County,MT,West,"[  0,   17)","[ 0.0, 2.0)",3209,49.8,96.8,0.3,23.8,1727.42,45236,30039,469,1185,1762,Republican
30041,Hill County,MT,West,"[  0,   17)","[ 0.0, 2.0)",16596,49.5,72.3,0.5,14.5,2898.96,43726,30041,2350,3446,6347,Democrat
30043,Jefferson County,MT,West,"[  0,   17)","[ 0.0, 2.0)",11558,49.1,95.3,0.4,21.1,1656.26,60863,30043,1975,4099,6535,Republican
30045,Judith Basin County,MT,West,"[  0,   17)","[ 0.0, 2.0)",1991,47.9,97.7,0,19,1869.82,41932,30045,232,867,1189,Republican
30047,Lake County,MT,West,"[ 17,   45)","[ 0.0, 2.0)",29099,50.9,68.2,0.4,21,1490.15,38019,30047,4703,7453,12898,Republican
30049,Lewis and Clark County,MT,West,"[ 17,   45)","[ 0.0, 2.0)",65856,50.7,94,0.6,17.6,3458.83,56243,30049,14331,16665,33697,Republican
30051,Liberty County,MT,West,"[  0,   17)","[ 0.0, 2.0)",2359,52,98.3,0.1,16.9,1430.05,44493,30051,205,695,949,Republican
30053,Lincoln County,MT,West,"[  0,   17)","[ 0.0, 2.0)",19125,49.4,95.8,0.3,18.2,3612.92,33333,30053,2040,6720,9250,Republican
30055,McCone County,MT,West,"[  0,   17)","[ 0.0, 2.0)",1694,49.2,97.2,0.6,14.2,2643.17,46667,30055,154,858,1056,Republican
30057,Madison County,MT,West,"[  0,   17)","[ 0.0, 2.0)",7820,48.2,96.9,0.5,21.7,3587.48,47762,30057,1175,3280,4708,Republican
30059,Meagher County,MT,West,"[  0,   17)","[ 0.0, 2.0)",1853,48.9,97,0.4,16.3,2391.91,38182,30059,191,728,970,Republican
30061,Mineral County,MT,West,"[  0,   17)","[ 0.0, 2.0)",4257,47.7,94.1,0.4,22.9,1219.44,33033,30061,515,1322,1974,Republican
30063,Missoula County,MT,West,"[ 17,   45)","[ 0.0, 2.0)",112684,49.8,92.4,0.6,16.7,2593.42,46117,30063,30740,21699,57271,Democrat
30065,Musselshell County,MT,West,"[  0,   17)","[ 0.0, 2.0)",4589,50.1,95.7,0.5,28.8,1868.16,43409,30065,331,1961,2404,Republican
30067,Park County,MT,West,"[  0,   17)","[ 0.0, 2.0)",15880,50,96.3,0.3,22.2,2803.06,42426,30067,3521,4872,9056,Republican
30069,Petroleum County,MT,West,"[  0,   17)","[ 0.0, 2.0)",485,46.6,98.4,0,16.8,1654.87,41705,30069,30,276,319,Republican
30071,Phillips County,MT,West,"[  0,   17)","[ 0.0, 2.0)",4192,50.3,86.8,0.1,15.9,5140.04,42632,30071,315,1715,2147,Republican
30073,Pondera County,MT,West,"[  0,   17)","[ 0.0, 2.0)",6219,51.2,82,0.3,17.4,1622.86,41277,30073,737,1786,2692,Republican
30075,Powder River County,MT,West,"[  0,   17)","[ 0.0, 2.0)",1783,49.5,95.9,0.1,13.7,3297.3,46250,30075,127,880,1047,Republican
30077,Powell County,MT,West,"[  0,   17)","[ 0.0, 2.0)",6909,38.4,92.4,1.1,14.9,2326.39,40802,30077,549,2017,2768,Republican
30079,Prairie County,MT,West,"[  0,   17)","[ 0.0, 2.0)",1148,49.4,95.2,0.1,16.9,1736.74,38036,30079,100,555,686,Republican
30081,Ravalli County,MT,West,"[ 17,   45)","[ 0.0, 2.0)",41030,50.3,95.9,0.4,26.1,2390.82,38688,30081,6166,14673,22063,Republican
30083,Richland County,MT,West,"[  0,   17)","[ 0.0, 2.0)",11576,47.9,95,0.5,17.3,2084.14,58112,30083,669,3885,4812,Republican
30085,Roosevelt County,MT,West,"[  0,   17)","[ 0.0, 2.0)",11332,50.4,37.9,0.2,13.6,2354.79,36920,30085,1504,1722,3486,Democrat
30087,Rosebud County,MT,West,"[  0,   17)","[ 0.0, 2.0)",9326,49.4,60.4,0.3,14.1,5010.4,48789,30087,969,2211,3357,Republican
30089,Sanders County,MT,West,"[  0,   17)","[ 0.0, 2.0)",11364,49.1,92.1,0.3,22,2760.52,32881,30089,1211,4268,5871,Republican
30091,Sheridan County,MT,West,"[  0,   17)","[ 0.0, 2.0)",3696,48.8,95.1,0.4,12.2,1677.08,48667,30091,476,1237,1825,Republican
30093,Silver Bow County,MT,West,"[ 45,  118)","[ 0.0, 2.0)",34680,49.2,94.6,0.4,15.6,718.48,38659,30093,8545,6252,16122,Democrat
30095,Stillwater County,MT,West,"[  0,   17)","[ 0.0, 2.0)",9290,49.1,96.4,0.3,28.1,1795.35,57906,30095,904,3630,4816,Republican
30097,Sweet Grass County,MT,West,"[  0,   17)","[ 0.0, 2.0)",3665,50,96.8,0.2,18.7,1855.21,45938,30097,398,1580,2077,Republican
30099,Teton County,MT,West,"[  0,   17)","[ 0.0, 2.0)",6064,50.8,96.1,0.1,20.4,2272.38,43327,30099,803,2152,3143,Republican
30101,Toole County,MT,West,"[  0,   17)","[ 0.0, 2.0)",5150,43.9,91,0.7,16.3,1915.65,46972,30101,399,1495,2018,Republican
30103,Treasure County,MT,West,"[  0,   17)","[ 0.0, 2.0)",692,48.9,94.9,0.1,21,977.4,37105,30103,59,350,441,Republican
30105,Valley County,MT,West,"[  0,   17)","[ 0.0, 2.0)",7640,49.7,87.1,0.4,17.5,4925.82,47181,30105,886,2697,3860,Republican
30107,Wheatland County,MT,West,"[  0,   17)","[ 0.0, 2.0)",2102,50.5,95.5,0.4,13.2,1423.2,31867,30107,179,698,932,Republican
30109,Wibaux County,MT,West,"[  0,   17)","[ 0.0, 2.0)",1121,49.8,96.9,0.1,16.9,889.27,41875,30109,55,460,533,Republican
30111,Yellowstone County,MT,West,"[ 45,  118)","[ 0.0, 2.0)",155634,51,91.5,0.8,19,2633.29,51342,30111,21117,38675,64675,Republican
31001,Adams County,NE,Midwest,"[ 45,  118)","[ 0.0, 2.0)",31457,49.9,95.2,1,14.8,563.27,49440,31001,3272,9205,13172,Republican
31003,Antelope County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",6398,50.4,98.5,0.3,17.2,857.22,43518,31003,381,2717,3220,Republican
31005,Arthur County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",453,50.9,96.9,0.2,20.7,715.36,40568,31005,16,237,263,Republican
31007,Banner County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",764,47.8,98.4,0.1,25.3,746.11,36875,31007,18,355,390,Republican
31009,Blaine County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",504,48.1,99,0.2,22.4,710.87,42917,31009,30,273,313,Republican
31011,Boone County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",5353,49.7,98.1,0.4,17.2,686.55,45246,31011,414,2299,2867,Republican
31013,Box Butte County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",11340,50,92.4,0.6,11.6,1075.29,46373,31013,953,3550,4761,Republican
31015,Boyd County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",2033,50.5,97.1,0.2,17.1,539.94,41279,31015,128,978,1142,Republican
31017,Brown County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",2941,51.6,98.1,0.2,13.4,1221.33,33647,31017,153,1380,1579,Republican
31019,Buffalo County,NE,Midwest,"[ 45,  118)","[ 0.0, 2.0)",48224,50.4,95.8,1,15,968.11,50963,31019,4690,14424,20477,Republican
31021,Burt County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",6573,50.8,95.9,0.5,23.6,491.58,46817,31021,928,2360,3523,Republican
31023,Butler County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",8249,49.4,98.2,0.4,19.5,584.91,50247,31023,690,3068,3914,Republican
31025,Cass County,NE,Midwest,"[ 45,  118)","[ 0.0, 2.0)",25524,49.6,97.1,0.5,27,557.45,64697,31025,3461,8388,12609,Republican
31027,Cedar County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",8610,49.6,98.5,0.1,18.4,740.31,48038,31027,572,3533,4360,Republican
31029,Chase County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",3978,51.1,98.4,0.2,10,894.42,45610,31029,171,1621,1851,Republican
31031,Cherry County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",5762,50.7,91,0.4,14.3,5960.42,45464,31031,317,2623,3082,Republican
31033,Cheyenne County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",10148,50.4,95.5,0.4,12.7,1196.29,51529,31033,702,3610,4569,Republican
31035,Clay County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",6315,49.5,96.8,0.7,20,572.29,46784,31035,470,2373,2973,Republican
31037,Colfax County,NE,Midwest,"[ 17,   45)","[ 2.0, 5.0)",10504,48.3,91.6,2.6,17.4,411.66,51765,31037,857,2171,3172,Republican
31039,Cuming County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",9027,50.2,97.7,0.3,16.1,570.62,47500,31039,712,3095,3988,Republican
31041,Custer County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",10728,50.2,97.7,0.5,15.9,2575.52,44873,31041,635,4616,5489,Republican
31043,Dakota County,NE,Midwest,"[ 45,  118)","[ 2.0, 5.0)",20850,49.8,86.3,4.4,16.2,264.26,47069,31043,2904,4028,7259,Republican
31045,Dawes County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",9042,50.3,89.7,1.6,13.1,1396.46,40359,31045,785,2559,3578,Republican
31047,Dawson County,NE,Midwest,"[ 17,   45)","[ 2.0, 5.0)",24096,49.1,91.6,4.2,15.9,1013.1,46078,31047,2116,5935,8486,Republican
31049,Deuel County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",1940,50.1,97.5,0.3,23.8,439.85,44922,31049,120,809,977,Republican
31051,Dixon County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",5782,50.1,97.4,0.6,21.2,476.23,47325,31051,556,2041,2744,Republican
31053,Dodge County,NE,Midwest,"[ 45,  118)","[ 0.0, 2.0)",36744,50.9,95.6,1.1,18.3,528.71,48626,31053,4451,9736,14959,Republican
31055,Douglas County,NE,Midwest,"[118,71672]","[10.0,15.0)",543244,50.8,81.6,11.6,18.9,328.46,53325,31055,105207,102151,219531,Republican
31057,Dundy County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",1886,49.5,96.3,0.5,11.8,919.68,47431,31057,89,823,949,Republican
31059,Fillmore County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",5661,50.5,97.6,0.7,14.9,575.37,48464,31059,610,2100,2879,Republican
31061,Franklin County,NE,Midwest,"[  0,   17)","[ 0.0, 2.0)",3076,49.7,98,0.2,16.7,575.82,43011,31061,250,1345,1656,Republican
