"cnt","year","month","date","hr","wkday","holiday","seasons","weather_cond","temp","hum","windspeed"
92,"2011","12","08",22,"thursday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.118028197695417,-0.456085516247529
61,"2011","12","08",23,"thursday",0,"winter","Clear or Few Cloudy",-1.33460918694128,0.377189774456504,-0.699668517093971
34,"2011","12","09",0,"friday",0,"winter","Clear or Few Cloudy",-1.33460918694128,0.118028197695417,-1.5538438052971
14,"2011","12","09",1,"friday",0,"winter","Clear or Few Cloudy",-1.33460918694128,0.118028197695417,-1.5538438052971
12,"2011","12","09",2,"friday",0,"winter","Clear or Few Cloudy",-1.33460918694128,0.377189774456504,-1.5538438052971
6,"2011","12","09",3,"friday",0,"winter","Clear or Few Cloudy",-1.43847500990342,0.895512927978679,-1.5538438052971
2,"2011","12","09",4,"friday",0,"winter","Clear or Few Cloudy",-1.43847500990342,0.895512927978679,-1.5538438052971
20,"2011","12","09",5,"friday",0,"winter","Clear or Few Cloudy",-1.43847500990342,0.895512927978679,-1.5538438052971
63,"2011","12","09",6,"friday",0,"winter","Clear or Few Cloudy",-1.43847500990342,0.895512927978679,-0.821460017517193
199,"2011","12","09",7,"friday",0,"winter","Clear or Few Cloudy",-1.43847500990342,0.636351351217591,-0.821460017517193
385,"2011","12","09",8,"friday",0,"winter","Clear or Few Cloudy",-1.33460918694128,0.947345243330896,-1.5538438052971
264,"2011","12","09",9,"friday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.947345243330896,-0.821460017517193
126,"2011","12","09",10,"friday",0,"winter","Mist or Cloudy",-1.02301171805486,0.377189774456504,-0.211685122780796
136,"2011","12","09",11,"friday",0,"winter","Clear or Few Cloudy",-0.919145895092722,0.377189774456504,0.519881272378821
173,"2011","12","09",12,"friday",0,"winter","Clear or Few Cloudy",-0.711414249168442,-0.296630325122323,0.886073166268775
168,"2011","12","09",13,"friday",0,"winter","Clear or Few Cloudy",-0.607548426206302,-0.659456532587845,0.0318978780656464
187,"2011","12","09",14,"friday",0,"winter","Clear or Few Cloudy",-0.607548426206302,-0.866785793996715,0.764281665845554
189,"2011","12","09",15,"friday",0,"winter","Clear or Few Cloudy",-0.607548426206302,-0.866785793996715,0.764281665845554
250,"2011","12","09",16,"friday",0,"winter","Clear or Few Cloudy",-0.711414249168442,-0.0374687483612356,-0.456085516247529
362,"2011","12","09",17,"friday",0,"winter","Clear or Few Cloudy",-0.815280072130582,0.169860513047634,-0.699668517093971
318,"2011","12","09",18,"friday",0,"winter","Clear or Few Cloudy",-0.815280072130582,-0.0893010637134531,-1.5538438052971
199,"2011","12","09",19,"friday",0,"winter","Clear or Few Cloudy",-0.815280072130582,-0.0893010637134531,-1.5538438052971
150,"2011","12","09",20,"friday",0,"winter","Clear or Few Cloudy",-1.02301171805486,0.947345243330896,-1.5538438052971
140,"2011","12","09",21,"friday",0,"winter","Clear or Few Cloudy",-1.02301171805486,0.636351351217591,-1.5538438052971
129,"2011","12","09",22,"friday",0,"winter","Clear or Few Cloudy",-1.126877541017,1.2583391354442,-1.5538438052971
94,"2011","12","09",23,"friday",0,"winter","Clear or Few Cloudy",-1.126877541017,0.947345243330896,-1.5538438052971
77,"2011","12","10",0,"saturday",0,"winter","Mist or Cloudy",-1.23074336397914,0.947345243330896,-0.699668517093971
66,"2011","12","10",1,"saturday",0,"winter","Mist or Cloudy",-1.23074336397914,0.377189774456504,-0.211685122780796
60,"2011","12","10",2,"saturday",0,"winter","Mist or Cloudy",-1.126877541017,-0.0893010637134531,-0.821460017517193
25,"2011","12","10",3,"saturday",0,"winter","Mist or Cloudy",-1.126877541017,-0.0893010637134531,-0.821460017517193
3,"2011","12","10",4,"saturday",0,"winter","Mist or Cloudy",-1.23074336397914,0.118028197695417,-0.699668517093971
6,"2011","12","10",5,"saturday",0,"winter","Clear or Few Cloudy",-1.23074336397914,-0.141133379065671,-0.211685122780796
11,"2011","12","10",6,"saturday",0,"winter","Clear or Few Cloudy",-1.33460918694128,0.118028197695417,-0.699668517093971
11,"2011","12","10",7,"saturday",0,"winter","Clear or Few Cloudy",-1.33460918694128,0.118028197695417,0.0318978780656464
73,"2011","12","10",8,"saturday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.118028197695417,-0.456085516247529
149,"2011","12","10",9,"saturday",0,"winter","Clear or Few Cloudy",-1.126877541017,-0.0893010637134531,0.764281665845554
192,"2011","12","10",10,"saturday",0,"winter","Clear or Few Cloudy",-0.919145895092722,-0.296630325122323,0.519881272378821
236,"2011","12","10",11,"saturday",0,"winter","Clear or Few Cloudy",-0.919145895092722,-0.503959586531193,1.86203995489513
283,"2011","12","10",12,"saturday",0,"winter","Clear or Few Cloudy",-0.919145895092722,-0.918618109348932,1.86203995489513
286,"2011","12","10",13,"saturday",0,"winter","Clear or Few Cloudy",-0.815280072130582,-1.48877357822332,1.86203995489513
293,"2011","12","10",14,"saturday",0,"winter","Clear or Few Cloudy",-0.815280072130582,-1.64427052427998,1.13047355973551
299,"2011","12","10",15,"saturday",0,"winter","Clear or Few Cloudy",-0.815280072130582,-1.48877357822332,1.37405656058195
241,"2011","12","10",16,"saturday",0,"winter","Clear or Few Cloudy",-0.919145895092722,-1.64427052427998,1.61845695404868
185,"2011","12","10",17,"saturday",0,"winter","Clear or Few Cloudy",-1.126877541017,-1.38510894751889,1.13047355973551
172,"2011","12","10",18,"saturday",0,"winter","Clear or Few Cloudy",-1.23074336397914,-1.28144431681445,0.276298271532379
154,"2011","12","10",19,"saturday",0,"winter","Clear or Few Cloudy",-1.23074336397914,-1.28144431681445,0.764281665845554
124,"2011","12","10",20,"saturday",0,"winter","Clear or Few Cloudy",-1.33460918694128,-1.43694126287111,0.276298271532379
83,"2011","12","10",21,"saturday",0,"winter","Clear or Few Cloudy",-1.43847500990342,-0.97045042470115,0.276298271532379
95,"2011","12","10",22,"saturday",0,"winter","Clear or Few Cloudy",-1.43847500990342,-1.1259473707578,-0.456085516247529
66,"2011","12","10",23,"saturday",0,"winter","Clear or Few Cloudy",-1.54234083286556,-0.814953478644498,-0.211685122780796
74,"2011","12","11",0,"sunday",0,"winter","Clear or Few Cloudy",-1.54234083286556,-0.607624217235628,0.276298271532379
62,"2011","12","11",1,"sunday",0,"winter","Clear or Few Cloudy",-1.75007247878984,-0.192965694417888,0.276298271532379
52,"2011","12","11",2,"sunday",0,"winter","Clear or Few Cloudy",-1.6462066558277,-0.400294955826758,0.519881272378821
19,"2011","12","11",3,"sunday",0,"winter","Clear or Few Cloudy",-1.75007247878984,-0.192965694417888,-0.456085516247529
5,"2011","12","11",4,"sunday",0,"winter","Clear or Few Cloudy",-1.75007247878984,-0.192965694417888,-0.211685122780796
6,"2011","12","11",5,"sunday",0,"winter","Clear or Few Cloudy",-1.6462066558277,-0.192965694417888,-0.699668517093971
10,"2011","12","11",6,"sunday",0,"winter","Clear or Few Cloudy",-1.75007247878984,-0.192965694417888,-1.5538438052971
31,"2011","12","11",7,"sunday",0,"winter","Clear or Few Cloudy",-1.6462066558277,-0.400294955826758,-1.5538438052971
72,"2011","12","11",8,"sunday",0,"winter","Clear or Few Cloudy",-1.75007247878984,0.325357459104286,-1.5538438052971
107,"2011","12","11",9,"sunday",0,"winter","Clear or Few Cloudy",-1.54234083286556,-0.192965694417888,-1.5538438052971
194,"2011","12","11",10,"sunday",0,"winter","Clear or Few Cloudy",-1.33460918694128,-0.97045042470115,-1.5538438052971
197,"2011","12","11",11,"sunday",0,"winter","Clear or Few Cloudy",-1.23074336397914,-1.43694126287111,-1.5538438052971
288,"2011","12","11",12,"sunday",0,"winter","Clear or Few Cloudy",-1.23074336397914,-1.43694126287111,-1.5538438052971
268,"2011","12","11",13,"sunday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-1.64427052427998,-1.5538438052971
242,"2011","12","11",14,"sunday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-1.79976747033663,-1.5538438052971
266,"2011","12","11",15,"sunday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-1.90343210104106,-1.5538438052971
206,"2011","12","11",16,"sunday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-1.90343210104106,-1.5538438052971
163,"2011","12","11",17,"sunday",0,"winter","Clear or Few Cloudy",-1.126877541017,-1.69610283963219,-1.5538438052971
163,"2011","12","11",18,"sunday",0,"winter","Clear or Few Cloudy",-1.33460918694128,-0.76312116329228,0.0318978780656464
105,"2011","12","11",19,"sunday",0,"winter","Clear or Few Cloudy",-1.43847500990342,-0.400294955826758,0.0318978780656464
72,"2011","12","11",20,"sunday",0,"winter","Clear or Few Cloudy",-1.43847500990342,-0.400294955826758,-0.699668517093971
63,"2011","12","11",21,"sunday",0,"winter","Clear or Few Cloudy",-1.43847500990342,-0.400294955826758,-1.5538438052971
43,"2011","12","11",22,"sunday",0,"winter","Clear or Few Cloudy",-1.43847500990342,-0.400294955826758,-1.5538438052971
35,"2011","12","11",23,"sunday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.325357459104286,-1.5538438052971
20,"2011","12","12",0,"monday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.325357459104286,-0.821460017517193
9,"2011","12","12",1,"monday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.325357459104286,-1.5538438052971
4,"2011","12","12",2,"monday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.325357459104286,-1.5538438052971
2,"2011","12","12",3,"monday",0,"winter","Clear or Few Cloudy",-1.6462066558277,0.584519035865374,-1.5538438052971
3,"2011","12","12",4,"monday",0,"winter","Clear or Few Cloudy",-1.6462066558277,0.584519035865374,-1.5538438052971
21,"2011","12","12",5,"monday",0,"winter","Clear or Few Cloudy",-1.75007247878984,0.895512927978679,-1.5538438052971
64,"2011","12","12",6,"monday",0,"winter","Clear or Few Cloudy",-1.75007247878984,0.895512927978679,-0.699668517093971
235,"2011","12","12",7,"monday",0,"winter","Clear or Few Cloudy",-1.85393830175198,1.20650682009198,-0.456085516247529
385,"2011","12","12",8,"monday",0,"winter","Mist or Cloudy",-1.75007247878984,0.895512927978679,-0.699668517093971
220,"2011","12","12",9,"monday",0,"winter","Mist or Cloudy",-1.6462066558277,0.584519035865374,-0.821460017517193
105,"2011","12","12",10,"monday",0,"winter","Mist or Cloudy",-1.43847500990342,0.325357459104286,-0.699668517093971
115,"2011","12","12",11,"monday",0,"winter","Mist or Cloudy",-1.23074336397914,-0.141133379065671,-0.821460017517193
145,"2011","12","12",12,"monday",0,"winter","Clear or Few Cloudy",-1.126877541017,-0.55579190188341,-0.699668517093971
166,"2011","12","12",13,"monday",0,"winter","Mist or Cloudy",-1.02301171805486,-0.55579190188341,-0.699668517093971
111,"2011","12","12",14,"monday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.503959586531193,-0.456085516247529
132,"2011","12","12",15,"monday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.296630325122323,-0.699668517093971
214,"2011","12","12",16,"monday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.296630325122323,-0.821460017517193
359,"2011","12","12",17,"monday",0,"winter","Mist or Cloudy",-1.02301171805486,-0.34846264047454,-1.5538438052971
357,"2011","12","12",18,"monday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-0.34846264047454,-0.821460017517193
241,"2011","12","12",19,"monday",0,"winter","Clear or Few Cloudy",-1.126877541017,-0.0893010637134531,-0.821460017517193
165,"2011","12","12",20,"monday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-0.34846264047454,-0.821460017517193
121,"2011","12","12",21,"monday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.947345243330896,-1.5538438052971
71,"2011","12","12",22,"monday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.377189774456504,-1.5538438052971
45,"2011","12","12",23,"monday",0,"winter","Clear or Few Cloudy",-1.33460918694128,0.636351351217591,-1.5538438052971
17,"2011","12","13",0,"tuesday",0,"winter","Clear or Few Cloudy",-1.43847500990342,0.895512927978679,-1.5538438052971
4,"2011","12","13",1,"tuesday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.895512927978679,-1.5538438052971
2,"2011","12","13",2,"tuesday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.895512927978679,-1.5538438052971
3,"2011","12","13",3,"tuesday",0,"winter","Clear or Few Cloudy",-1.6462066558277,0.895512927978679,-1.5538438052971
4,"2011","12","13",4,"tuesday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.895512927978679,-1.5538438052971
20,"2011","12","13",5,"tuesday",0,"winter","Clear or Few Cloudy",-1.6462066558277,1.20650682009198,-1.5538438052971
92,"2011","12","13",6,"tuesday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.895512927978679,-1.5538438052971
223,"2011","12","13",7,"tuesday",0,"winter","Clear or Few Cloudy",-1.75007247878984,0.895512927978679,-0.211685122780796
400,"2011","12","13",8,"tuesday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.325357459104286,-0.699668517093971
233,"2011","12","13",9,"tuesday",0,"winter","Clear or Few Cloudy",-1.23074336397914,-0.141133379065671,-0.211685122780796
102,"2011","12","13",10,"tuesday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-0.55579190188341,-0.211685122780796
124,"2011","12","13",11,"tuesday",0,"winter","Clear or Few Cloudy",-0.815280072130582,-0.866785793996715,0.519881272378821
167,"2011","12","13",12,"tuesday",0,"winter","Clear or Few Cloudy",-0.711414249168442,-1.02228274005337,1.37405656058195
127,"2011","12","13",13,"tuesday",0,"winter","Clear or Few Cloudy",-0.503682603244161,-1.33327663216667,1.13047355973551
134,"2011","12","13",14,"tuesday",0,"winter","Clear or Few Cloudy",-0.503682603244161,-1.33327663216667,0.519881272378821
151,"2011","12","13",15,"tuesday",0,"winter","Clear or Few Cloudy",-0.503682603244161,-1.43694126287111,0.519881272378821
207,"2011","12","13",16,"tuesday",0,"winter","Clear or Few Cloudy",-0.607548426206302,-1.33327663216667,0.519881272378821
398,"2011","12","13",17,"tuesday",0,"winter","Clear or Few Cloudy",-0.711414249168442,-1.17777968611002,0.0318978780656464
382,"2011","12","13",18,"tuesday",0,"winter","Clear or Few Cloudy",-0.815280072130582,-1.07411505540558,0.276298271532379
267,"2011","12","13",19,"tuesday",0,"winter","Clear or Few Cloudy",-0.919145895092722,-0.711288847940063,-0.211685122780796
161,"2011","12","13",20,"tuesday",0,"winter","Clear or Few Cloudy",-0.919145895092722,-0.711288847940063,-0.211685122780796
139,"2011","12","13",21,"tuesday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-0.55579190188341,-0.211685122780796
107,"2011","12","13",22,"tuesday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-0.55579190188341,-0.211685122780796
59,"2011","12","13",23,"tuesday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.377189774456504,-1.5538438052971
22,"2011","12","14",0,"wednesday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.636351351217591,-1.5538438052971
8,"2011","12","14",1,"wednesday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.636351351217591,-1.5538438052971
2,"2011","12","14",2,"wednesday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.636351351217591,-1.5538438052971
3,"2011","12","14",3,"wednesday",0,"winter","Clear or Few Cloudy",-1.126877541017,0.118028197695417,-1.5538438052971
4,"2011","12","14",4,"wednesday",0,"winter","Clear or Few Cloudy",-1.23074336397914,0.636351351217591,-1.5538438052971
26,"2011","12","14",5,"wednesday",0,"winter","Mist or Cloudy",-1.23074336397914,0.947345243330896,-1.5538438052971
87,"2011","12","14",6,"wednesday",0,"winter","Mist or Cloudy",-1.23074336397914,1.2583391354442,-1.5538438052971
247,"2011","12","14",7,"wednesday",0,"winter","Clear or Few Cloudy",-1.126877541017,0.636351351217591,-1.5538438052971
467,"2011","12","14",8,"wednesday",0,"winter","Mist or Cloudy",-1.23074336397914,1.2583391354442,-1.5538438052971
239,"2011","12","14",9,"wednesday",0,"winter","Mist or Cloudy",-1.02301171805486,-0.0893010637134531,-1.5538438052971
142,"2011","12","14",10,"wednesday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.296630325122323,-1.5538438052971
115,"2011","12","14",11,"wednesday",0,"winter","Mist or Cloudy",-0.815280072130582,-0.400294955826758,-1.5538438052971
144,"2011","12","14",12,"wednesday",0,"winter","Mist or Cloudy",-0.711414249168442,-0.296630325122323,-0.821460017517193
133,"2011","12","14",13,"wednesday",0,"winter","Mist or Cloudy",-0.711414249168442,-0.296630325122323,-0.699668517093971
151,"2011","12","14",14,"wednesday",0,"winter","Mist or Cloudy",-0.607548426206302,-0.452127271178975,-0.821460017517193
167,"2011","12","14",15,"wednesday",0,"winter","Mist or Cloudy",-0.607548426206302,-0.452127271178975,-0.699668517093971
245,"2011","12","14",16,"wednesday",0,"winter","Mist or Cloudy",-0.607548426206302,-0.452127271178975,-0.699668517093971
396,"2011","12","14",17,"wednesday",0,"winter","Mist or Cloudy",-0.711414249168442,-0.296630325122323,-0.699668517093971
390,"2011","12","14",18,"wednesday",0,"winter","Mist or Cloudy",-0.711414249168442,-0.0374687483612356,-0.211685122780796
268,"2011","12","14",19,"wednesday",0,"winter","Mist or Cloudy",-0.711414249168442,-0.0374687483612356,-0.699668517093971
175,"2011","12","14",20,"wednesday",0,"winter","Mist or Cloudy",-0.815280072130582,0.169860513047634,-0.699668517093971
154,"2011","12","14",21,"wednesday",0,"winter","Mist or Cloudy",-0.815280072130582,0.169860513047634,-0.211685122780796
104,"2011","12","14",22,"wednesday",0,"winter","Clear or Few Cloudy",-0.815280072130582,0.169860513047634,-0.211685122780796
51,"2011","12","14",23,"wednesday",0,"winter","Clear or Few Cloudy",-0.919145895092722,0.377189774456504,-0.211685122780796
50,"2011","12","15",0,"thursday",0,"winter","Clear or Few Cloudy",-0.919145895092722,0.377189774456504,-0.211685122780796
20,"2011","12","15",1,"thursday",0,"winter","Mist or Cloudy",-0.919145895092722,0.377189774456504,-0.211685122780796
7,"2011","12","15",2,"thursday",0,"winter","Mist or Cloudy",-0.919145895092722,0.377189774456504,-0.456085516247529
3,"2011","12","15",3,"thursday",0,"winter","Mist or Cloudy",-0.919145895092722,0.377189774456504,-0.456085516247529
6,"2011","12","15",4,"thursday",0,"winter","Mist or Cloudy",-0.919145895092722,0.377189774456504,0.276298271532379
24,"2011","12","15",5,"thursday",0,"winter","Mist or Cloudy",-0.919145895092722,0.377189774456504,0.764281665845554
92,"2011","12","15",6,"thursday",0,"winter","Clear or Few Cloudy",-0.919145895092722,0.169860513047634,0.0318978780656464
258,"2011","12","15",7,"thursday",0,"winter","Clear or Few Cloudy",-0.919145895092722,0.377189774456504,0.0318978780656464
457,"2011","12","15",8,"thursday",0,"winter","Mist or Cloudy",-0.815280072130582,0.169860513047634,0.276298271532379
280,"2011","12","15",9,"thursday",0,"winter","Mist or Cloudy",-0.711414249168442,-0.0374687483612356,0.764281665845554
109,"2011","12","15",10,"thursday",0,"winter","Mist or Cloudy",-0.503682603244161,-0.244798009770106,0.886073166268775
135,"2011","12","15",11,"thursday",0,"winter","Mist or Cloudy",-0.503682603244161,-0.0374687483612356,1.86203995489513
157,"2011","12","15",12,"thursday",0,"winter","Mist or Cloudy",-0.192085134357741,-0.192965694417888,2.47181484963152
164,"2011","12","15",13,"thursday",0,"winter","Mist or Cloudy",0.0156465115665389,-0.400294955826758,1.37405656058195
132,"2011","12","15",14,"thursday",0,"winter","Mist or Cloudy",0.119512334528679,-0.55579190188341,1.13047355973551
82,"2011","12","15",15,"thursday",0,"winter","Light Snow or Light Rain",0.119512334528679,-0.400294955826758,0.276298271532379
131,"2011","12","15",16,"thursday",0,"winter","Light Snow or Light Rain",-0.192085134357741,0.480854405160939,-0.211685122780796
324,"2011","12","15",17,"thursday",0,"winter","Mist or Cloudy",0.119512334528679,-0.192965694417888,0.764281665845554
377,"2011","12","15",18,"thursday",0,"winter","Mist or Cloudy",0.119512334528679,-0.192965694417888,0.886073166268775
287,"2011","12","15",19,"thursday",0,"winter","Mist or Cloudy",0.119512334528679,-0.192965694417888,0.764281665845554
221,"2011","12","15",20,"thursday",0,"winter","Clear or Few Cloudy",0.119512334528679,-0.192965694417888,1.13047355973551
155,"2011","12","15",21,"thursday",0,"winter","Clear or Few Cloudy",0.0156465115665389,0.0143635669909819,0.886073166268775
124,"2011","12","15",22,"thursday",0,"winter","Clear or Few Cloudy",0.119512334528679,0.0143635669909819,1.13047355973551
114,"2011","12","15",23,"thursday",0,"winter","Clear or Few Cloudy",0.119512334528679,0.0143635669909819,1.13047355973551
72,"2011","12","16",0,"friday",0,"winter","Clear or Few Cloudy",0.0156465115665389,0.480854405160939,1.13047355973551
31,"2011","12","16",1,"friday",0,"winter","Clear or Few Cloudy",0.0156465115665389,0.480854405160939,0.276298271532379
23,"2011","12","16",2,"friday",0,"winter","Clear or Few Cloudy",-0.0882193113956013,0.740015981922026,-0.699668517093971
5,"2011","12","16",3,"friday",0,"winter","Clear or Few Cloudy",-0.192085134357741,0.999177558683113,-0.456085516247529
5,"2011","12","16",4,"friday",0,"winter","Mist or Cloudy",0.0156465115665389,-0.192965694417888,0.0318978780656464
26,"2011","12","16",5,"friday",0,"winter","Clear or Few Cloudy",-0.0882193113956013,-0.97045042470115,1.61845695404868
82,"2011","12","16",6,"friday",0,"winter","Mist or Cloudy",-0.295950957319881,-1.54060589357554,0.886073166268775
231,"2011","12","16",7,"friday",0,"winter","Mist or Cloudy",-0.607548426206302,-0.866785793996715,0.886073166268775
459,"2011","12","16",8,"friday",0,"winter","Clear or Few Cloudy",-0.711414249168442,-0.866785793996715,1.86203995489513
243,"2011","12","16",9,"friday",0,"winter","Clear or Few Cloudy",-0.711414249168442,-0.866785793996715,1.61845695404868
132,"2011","12","16",10,"friday",0,"winter","Clear or Few Cloudy",-0.815280072130582,-0.866785793996715,0.886073166268775
144,"2011","12","16",11,"friday",0,"winter","Mist or Cloudy",-0.815280072130582,-1.07411505540558,0.886073166268775
173,"2011","12","16",12,"friday",0,"winter","Mist or Cloudy",-0.815280072130582,-1.07411505540558,1.37405656058195
137,"2011","12","16",13,"friday",0,"winter","Mist or Cloudy",-0.815280072130582,-1.22961200146224,1.37405656058195
128,"2011","12","16",14,"friday",0,"winter","Mist or Cloudy",-0.815280072130582,-1.07411505540558,0.276298271532379
153,"2011","12","16",15,"friday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.918618109348932,0.886073166268775
224,"2011","12","16",16,"friday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.918618109348932,0.276298271532379
365,"2011","12","16",17,"friday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.918618109348932,0.764281665845554
295,"2011","12","16",18,"friday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.918618109348932,0.519881272378821
214,"2011","12","16",19,"friday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.918618109348932,0.276298271532379
152,"2011","12","16",20,"friday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.918618109348932,0.0318978780656464
102,"2011","12","16",21,"friday",0,"winter","Mist or Cloudy",-0.919145895092722,-0.918618109348932,-0.211685122780796
106,"2011","12","16",22,"friday",0,"winter","Mist or Cloudy",-1.02301171805486,-0.711288847940063,-0.211685122780796
75,"2011","12","16",23,"friday",0,"winter","Mist or Cloudy",-1.02301171805486,-0.711288847940063,-0.456085516247529
62,"2011","12","17",0,"saturday",0,"winter","Clear or Few Cloudy",-1.02301171805486,-0.711288847940063,0.764281665845554
43,"2011","12","17",1,"saturday",0,"winter","Mist or Cloudy",-1.02301171805486,-0.55579190188341,0.519881272378821
58,"2011","12","17",2,"saturday",0,"winter","Mist or Cloudy",-1.126877541017,-0.34846264047454,0.276298271532379
26,"2011","12","17",3,"saturday",0,"winter","Clear or Few Cloudy",-1.23074336397914,-0.141133379065671,0.0318978780656464
9,"2011","12","17",4,"saturday",0,"winter","Clear or Few Cloudy",-1.33460918694128,0.118028197695417,-0.211685122780796
9,"2011","12","17",5,"saturday",0,"winter","Mist or Cloudy",-1.23074336397914,-0.141133379065671,0.0318978780656464
17,"2011","12","17",6,"saturday",0,"winter","Mist or Cloudy",-1.23074336397914,-0.34846264047454,0.764281665845554
20,"2011","12","17",7,"saturday",0,"winter","Mist or Cloudy",-1.23074336397914,-0.34846264047454,0.276298271532379
59,"2011","12","17",8,"saturday",0,"winter","Mist or Cloudy",-1.23074336397914,-0.34846264047454,0.276298271532379
100,"2011","12","17",9,"saturday",0,"winter","Mist or Cloudy",-1.23074336397914,-0.34846264047454,0.519881272378821
181,"2011","12","17",10,"saturday",0,"winter","Mist or Cloudy",-1.23074336397914,-0.55579190188341,0.764281665845554
209,"2011","12","17",11,"saturday",0,"winter","Mist or Cloudy",-1.126877541017,-0.918618109348932,1.13047355973551
244,"2011","12","17",12,"saturday",0,"winter","Mist or Cloudy",-1.126877541017,-0.918618109348932,0.764281665845554
236,"2011","12","17",13,"saturday",0,"winter","Mist or Cloudy",-1.126877541017,-0.76312116329228,0.519881272378821
237,"2011","12","17",14,"saturday",0,"winter","Clear or Few Cloudy",-1.126877541017,-0.918618109348932,1.37405656058195
228,"2011","12","17",15,"saturday",0,"winter","Clear or Few Cloudy",-1.126877541017,-0.918618109348932,0.764281665845554
222,"2011","12","17",16,"saturday",0,"winter","Clear or Few Cloudy",-1.126877541017,-0.918618109348932,0.276298271532379
165,"2011","12","17",17,"saturday",0,"winter","Clear or Few Cloudy",-1.23074336397914,-0.76312116329228,0.276298271532379
157,"2011","12","17",18,"saturday",0,"winter","Clear or Few Cloudy",-1.23074336397914,-0.76312116329228,1.61845695404868
106,"2011","12","17",19,"saturday",0,"winter","Light Snow or Light Rain",-1.33460918694128,0.118028197695417,1.13047355973551
106,"2011","12","17",20,"saturday",0,"winter","Clear or Few Cloudy",-1.43847500990342,0.325357459104286,0.519881272378821
96,"2011","12","17",21,"saturday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.636351351217591,-0.211685122780796
80,"2011","12","17",22,"saturday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.636351351217591,-0.211685122780796
69,"2011","12","17",23,"saturday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.636351351217591,-1.5538438052971
71,"2011","12","18",0,"sunday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.636351351217591,-0.456085516247529
46,"2011","12","18",1,"sunday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.325357459104286,-0.699668517093971
41,"2011","12","18",2,"sunday",0,"winter","Clear or Few Cloudy",-1.43847500990342,-0.400294955826758,-0.699668517093971
18,"2011","12","18",3,"sunday",0,"winter","Clear or Few Cloudy",-1.43847500990342,-0.400294955826758,0.276298271532379
1,"2011","12","18",4,"sunday",0,"winter","Clear or Few Cloudy",-1.43847500990342,-0.400294955826758,0.276298271532379
5,"2011","12","18",5,"sunday",0,"winter","Clear or Few Cloudy",-1.54234083286556,-0.192965694417888,-0.699668517093971
3,"2011","12","18",6,"sunday",0,"winter","Clear or Few Cloudy",-1.54234083286556,-0.192965694417888,-0.456085516247529
12,"2011","12","18",7,"sunday",0,"winter","Clear or Few Cloudy",-1.54234083286556,-0.192965694417888,-0.211685122780796
32,"2011","12","18",8,"sunday",0,"winter","Clear or Few Cloudy",-1.54234083286556,0.325357459104286,-1.5538438052971
81,"2011","12","18",9,"sunday",0,"winter","Clear or Few Cloudy",-1.43847500990342,0.0661958823431994,-0.211685122780796
129,"2011","12","18",10,"sunday",0,"winter","Clear or Few Cloudy",-1.33460918694128,-0.141133379065671,0.519881272378821
188,"2011","12","18",11,"sunday",0,"winter","Mist or Cloudy",-1.33460918694128,-0.141133379065671,0.276298271532379
