Party,Year,Sector,GHG_emissions
Liechtenstein,2000,Industrial processes and product use,4.64
Liechtenstein,2001,Industrial processes and product use,5.52
Liechtenstein,2002,Industrial processes and product use,6.13
Liechtenstein,2003,Industrial processes and product use,6.93
Liechtenstein,2004,Industrial processes and product use,7.81
Liechtenstein,2005,Industrial processes and product use,8.13
Liechtenstein,2006,Industrial processes and product use,8.37
Liechtenstein,2007,Industrial processes and product use,9.1
Liechtenstein,2008,Industrial processes and product use,9.95
Liechtenstein,2009,Industrial processes and product use,9.68
Liechtenstein,2010,Industrial processes and product use,10.16
Liechtenstein,2011,Industrial processes and product use,10.39
Liechtenstein,2012,Industrial processes and product use,10.77
Liechtenstein,2013,Industrial processes and product use,11.22
Liechtenstein,2014,Industrial processes and product use,11.16
Liechtenstein,2015,Industrial processes and product use,10.86
Liechtenstein,2016,Industrial processes and product use,10.93
Liechtenstein,2017,Industrial processes and product use,11.09
Liechtenstein,1990,Agriculture,25.51
Liechtenstein,1991,Agriculture,25.53
Liechtenstein,1992,Agriculture,24.84
Liechtenstein,1993,Agriculture,23.76
Liechtenstein,1994,Agriculture,23.86
Liechtenstein,1995,Agriculture,23.68
Liechtenstein,1996,Agriculture,23.88
Liechtenstein,1997,Agriculture,23.55
Liechtenstein,1998,Agriculture,23.04
Liechtenstein,1999,Agriculture,22.1
Liechtenstein,2000,Agriculture,21.48
Liechtenstein,2001,Agriculture,22.53
Liechtenstein,2002,Agriculture,22.87
Liechtenstein,2003,Agriculture,23.01
Liechtenstein,2004,Agriculture,22.99
Liechtenstein,2005,Agriculture,23.56
Liechtenstein,2006,Agriculture,24.57
Liechtenstein,2007,Agriculture,24.91
Liechtenstein,2008,Agriculture,25.12
Liechtenstein,2009,Agriculture,25
Liechtenstein,2010,Agriculture,24.19
Liechtenstein,2011,Agriculture,24.91
Liechtenstein,2012,Agriculture,25.13
Liechtenstein,2013,Agriculture,24.02
Liechtenstein,2014,Agriculture,24.38
Liechtenstein,2015,Agriculture,24.09
Liechtenstein,2016,Agriculture,24.06
Liechtenstein,2017,Agriculture,23.48
Liechtenstein,1990,LULUCF,6.95
Liechtenstein,1991,LULUCF,-9.12
Liechtenstein,1992,LULUCF,2
Liechtenstein,1993,LULUCF,-1.34
Liechtenstein,1994,LULUCF,18.3
Liechtenstein,1995,LULUCF,4.61
Liechtenstein,1996,LULUCF,-3.86
Liechtenstein,1997,LULUCF,7.76
Liechtenstein,1998,LULUCF,-0.15
Liechtenstein,1999,LULUCF,-1.31
Liechtenstein,2000,LULUCF,24.82
Liechtenstein,2001,LULUCF,1.25
Liechtenstein,2002,LULUCF,2.17
Liechtenstein,2003,LULUCF,6.25
Liechtenstein,2004,LULUCF,8.45
Liechtenstein,2005,LULUCF,8.48
Liechtenstein,2006,LULUCF,13.37
Liechtenstein,2007,LULUCF,22.65
Liechtenstein,2008,LULUCF,24.8
Liechtenstein,2009,LULUCF,21.75
Liechtenstein,2010,LULUCF,20.25
Liechtenstein,2011,LULUCF,24.05
Liechtenstein,2012,LULUCF,24.3
Liechtenstein,2013,LULUCF,16.62
Liechtenstein,2014,LULUCF,16.51
Liechtenstein,2015,LULUCF,11.06
Liechtenstein,2016,LULUCF,9.21
Liechtenstein,2017,LULUCF,10.55
Liechtenstein,1990,Waste,1.77
Liechtenstein,1991,Waste,1.71
Liechtenstein,1992,Waste,1.74
Liechtenstein,1993,Waste,1.72
Liechtenstein,1994,Waste,1.76
Liechtenstein,1995,Waste,1.74
Liechtenstein,1996,Waste,1.75
Liechtenstein,1997,Waste,1.73
Liechtenstein,1998,Waste,1.75
Liechtenstein,1999,Waste,1.76
Liechtenstein,2000,Waste,1.79
Liechtenstein,2001,Waste,1.77
Liechtenstein,2002,Waste,1.81
Liechtenstein,2003,Waste,1.83
Liechtenstein,2004,Waste,1.83
Liechtenstein,2005,Waste,1.84
Liechtenstein,2006,Waste,1.76
Liechtenstein,2007,Waste,1.77
Liechtenstein,2008,Waste,1.84
Liechtenstein,2009,Waste,1.75
Liechtenstein,2010,Waste,1.78
Liechtenstein,2011,Waste,1.82
Liechtenstein,2012,Waste,1.81
Liechtenstein,2013,Waste,1.84
Liechtenstein,2014,Waste,1.58
Liechtenstein,2015,Waste,1.6
Liechtenstein,2016,Waste,1.54
Liechtenstein,2017,Waste,1.58
Liechtenstein,1990,Other,NA
Liechtenstein,1991,Other,NA
Liechtenstein,1992,Other,NA
Liechtenstein,1993,Other,NA
Liechtenstein,1994,Other,NA
Liechtenstein,1995,Other,NA
Liechtenstein,1996,Other,NA
Liechtenstein,1997,Other,NA
Liechtenstein,1998,Other,NA
Liechtenstein,1999,Other,NA
Liechtenstein,2000,Other,NA
Liechtenstein,2001,Other,NA
Liechtenstein,2002,Other,NA
Liechtenstein,2003,Other,NA
Liechtenstein,2004,Other,NA
Liechtenstein,2005,Other,NA
Liechtenstein,2006,Other,NA
Liechtenstein,2007,Other,NA
Liechtenstein,2008,Other,NA
Liechtenstein,2009,Other,NA
Liechtenstein,2010,Other,NA
Liechtenstein,2011,Other,NA
Liechtenstein,2012,Other,NA
Liechtenstein,2013,Other,NA
Liechtenstein,2014,Other,NA
Liechtenstein,2015,Other,NA
Liechtenstein,2016,Other,NA
Liechtenstein,2017,Other,NA
Lithuania,1990,Energy,33149.63
Lithuania,1991,Energy,35221.47
Lithuania,1992,Energy,19923.52
Lithuania,1993,Energy,16058.34
Lithuania,1994,Energy,15094.19
Lithuania,1995,Energy,14117.75
Lithuania,1996,Energy,14601.08
Lithuania,1997,Energy,14157.52
Lithuania,1998,Energy,14848.75
Lithuania,1999,Energy,12442.66
Lithuania,2000,Energy,10910.68
Lithuania,2001,Energy,11548.33
Lithuania,2002,Energy,11629.54
Lithuania,2003,Energy,11618.24
Lithuania,2004,Energy,12281.84
Lithuania,2005,Energy,13164.25
Lithuania,2006,Energy,13232.24
Lithuania,2007,Energy,13473.14
Lithuania,2008,Energy,13351.94
Lithuania,2009,Energy,12168.82
Lithuania,2010,Energy,13152.58
Lithuania,2011,Energy,12292.61
Lithuania,2012,Energy,12329.34
Lithuania,2013,Energy,11709.71
Lithuania,2014,Energy,11327.8
Lithuania,2015,Energy,11288.43
Lithuania,2016,Energy,11629.57
Lithuania,2017,Energy,11599.41
Lithuania,1990,Industrial processes and product use,4481.82
Lithuania,1991,Industrial processes and product use,4514.15
Lithuania,1992,Industrial processes and product use,2668.81
Lithuania,1993,Industrial processes and product use,1738.44
Lithuania,1994,Industrial processes and product use,1935.28
Lithuania,1995,Industrial processes and product use,2222.68
Lithuania,1996,Industrial processes and product use,2613
Lithuania,1997,Industrial processes and product use,2576.54
Lithuania,1998,Industrial processes and product use,2984.07
Lithuania,1999,Industrial processes and product use,2919.72
Lithuania,2000,Industrial processes and product use,3075.18
Lithuania,2001,Industrial processes and product use,3322.62
Lithuania,2002,Industrial processes and product use,3495.25
Lithuania,2003,Industrial processes and product use,3577.99
Lithuania,2004,Industrial processes and product use,3767.48
Lithuania,2005,Industrial processes and product use,4107.77
Lithuania,2006,Industrial processes and product use,4366.45
Lithuania,2007,Industrial processes and product use,6143.63
Lithuania,2008,Industrial processes and product use,5473.51
Lithuania,2009,Industrial processes and product use,2292.76
Lithuania,2010,Industrial processes and product use,2237.33
Lithuania,2011,Industrial processes and product use,3717.36
Lithuania,2012,Industrial processes and product use,3566.94
Lithuania,2013,Industrial processes and product use,3001.58
Lithuania,2014,Industrial processes and product use,3187.51
Lithuania,2015,Industrial processes and product use,3510.27
Lithuania,2016,Industrial processes and product use,3343.89
Lithuania,2017,Industrial processes and product use,3638.23
Lithuania,1990,Agriculture,9039.91
Lithuania,1991,Agriculture,8915.72
Lithuania,1992,Agriculture,6807.07
Lithuania,1993,Agriculture,5494.51
Lithuania,1994,Agriculture,4846.28
Lithuania,1995,Agriculture,4491.07
Lithuania,1996,Agriculture,4669.38
Lithuania,1997,Agriculture,4703.85
Lithuania,1998,Agriculture,4564.08
Lithuania,1999,Agriculture,4247.17
Lithuania,2000,Agriculture,4078.7
Lithuania,2001,Agriculture,3911.62
Lithuania,2002,Agriculture,4058.42
Lithuania,2003,Agriculture,4143.98
Lithuania,2004,Agriculture,4182.82
Lithuania,2005,Agriculture,4206.6
Lithuania,2006,Agriculture,4199.67
Lithuania,2007,Agriculture,4343.45
Lithuania,2008,Agriculture,4238.66
Lithuania,2009,Agriculture,4318.78
Lithuania,2010,Agriculture,4274.9
Lithuania,2011,Agriculture,4302.32
Lithuania,2012,Agriculture,4378.8
Lithuania,2013,Agriculture,4350.99
Lithuania,2014,Agriculture,4562.06
Lithuania,2015,Agriculture,4600.1
Lithuania,2016,Agriculture,4479.11
Lithuania,2017,Agriculture,4402.93
Lithuania,1990,LULUCF,-5061.8
Lithuania,1991,LULUCF,-5103.33
Lithuania,1992,LULUCF,-4750.2
Lithuania,1993,LULUCF,-5736.5
Lithuania,1994,LULUCF,-5192.92
Lithuania,1995,LULUCF,-3937.83
Lithuania,1996,LULUCF,1272.58
Lithuania,1997,LULUCF,186.79
Lithuania,1998,LULUCF,-7166.56
Lithuania,1999,LULUCF,-6296.72
Lithuania,2000,LULUCF,-8561.25
Lithuania,2001,LULUCF,-6493.05
Lithuania,2002,LULUCF,-5488.65
Lithuania,2003,LULUCF,-5073.15
Lithuania,2004,LULUCF,-4406.09
Lithuania,2005,LULUCF,-3727.53
Lithuania,2006,LULUCF,-1989.04
Lithuania,2007,LULUCF,-3870.28
Lithuania,2008,LULUCF,-4504.27
Lithuania,2009,LULUCF,-5670.07
Lithuania,2010,LULUCF,-8983.33
Lithuania,2011,LULUCF,-8803.48
Lithuania,2012,LULUCF,-8258.64
Lithuania,2013,LULUCF,-7796.77
Lithuania,2014,LULUCF,-6467.81
Lithuania,2015,LULUCF,-3879.93
Lithuania,2016,LULUCF,-6032.14
Lithuania,2017,LULUCF,-5296.41
Lithuania,1990,Waste,1570.15
Lithuania,1991,Waste,1595.83
Lithuania,1992,Waste,1569.48
Lithuania,1993,Waste,1591.5
Lithuania,1994,Waste,1543.51
Lithuania,1995,Waste,1569.72
Lithuania,1996,Waste,1570.07
Lithuania,1997,Waste,1573.37
Lithuania,1998,Waste,1560.23
Lithuania,1999,Waste,1529.89
Lithuania,2000,Waste,1538.44
Lithuania,2001,Waste,1576.75
Lithuania,2002,Waste,1565.32
Lithuania,2003,Waste,1554.59
Lithuania,2004,Waste,1527.8
Lithuania,2005,Waste,1487.25
Lithuania,2006,Waste,1453.37
Lithuania,2007,Waste,1428.7
Lithuania,2008,Waste,1413.16
Lithuania,2009,Waste,1371.81
Lithuania,2010,Waste,1343.79
Lithuania,2011,Waste,1262.68
Lithuania,2012,Waste,1227.54
Lithuania,2013,Waste,1195.9
Lithuania,2014,Waste,1137.83
Lithuania,2015,Waste,1079.85
Lithuania,2016,Waste,1057.57
Lithuania,2017,Waste,1065.37
Lithuania,1990,Other,NA
Lithuania,1991,Other,NA
Lithuania,1992,Other,NA
Lithuania,1993,Other,NA
Lithuania,1994,Other,NA
Lithuania,1995,Other,NA
Lithuania,1996,Other,NA
Lithuania,1997,Other,NA
Lithuania,1998,Other,NA
Lithuania,1999,Other,NA
Lithuania,2000,Other,NA
Lithuania,2001,Other,NA
Lithuania,2002,Other,NA
Lithuania,2003,Other,NA
Lithuania,2004,Other,NA
Lithuania,2005,Other,NA
Lithuania,2006,Other,NA
Lithuania,2007,Other,NA
Lithuania,2008,Other,NA
Lithuania,2009,Other,NA
Lithuania,2010,Other,NA
Lithuania,2011,Other,NA
Lithuania,2012,Other,NA
Lithuania,2013,Other,NA
Lithuania,2014,Other,NA
Lithuania,2015,Other,NA
Lithuania,2016,Other,NA
Lithuania,2017,Other,NA
Luxembourg,1990,Energy,10300.98
Luxembourg,1991,Energy,11005.6
Luxembourg,1992,Energy,10845.78
Luxembourg,1993,Energy,11010.42
Luxembourg,1994,Energy,10294.83
Luxembourg,1995,Energy,8259.92
Luxembourg,1996,Energy,8367.77
Luxembourg,1997,Energy,7830.49
Luxembourg,1998,Energy,7110.58
Luxembourg,1999,Energy,7529.1
Luxembourg,2000,Energy,8088.16
Luxembourg,2001,Energy,8644.21
Luxembourg,2002,Energy,9416.09
Luxembourg,2003,Energy,9945.22
Luxembourg,2004,Energy,11262.92
Luxembourg,2005,Energy,11549.32
Luxembourg,2006,Energy,11332.65
Luxembourg,2007,Energy,10736.92
Luxembourg,2008,Energy,10657.78
Luxembourg,2009,Energy,10180.03
Luxembourg,2010,Energy,10738.32
Luxembourg,2011,Energy,10615.41
Luxembourg,2012,Energy,10416.93
Luxembourg,2013,Energy,9884.09
Luxembourg,2014,Energy,9394.03
Luxembourg,2015,Energy,8906.86
Luxembourg,2016,Energy,8628.29
Luxembourg,2017,Energy,8794.37
Luxembourg,1990,Industrial processes and product use,1639.38
Luxembourg,1991,Industrial processes and product use,1560.83
Luxembourg,1992,Industrial processes and product use,1495
Luxembourg,1993,Industrial processes and product use,1479.75
Luxembourg,1994,Industrial processes and product use,1388.05
Luxembourg,1995,Industrial processes and product use,1028.74
Luxembourg,1996,Industrial processes and product use,974.78
Luxembourg,1997,Industrial processes and product use,867.65
Luxembourg,1998,Industrial processes and product use,710.23
Luxembourg,1999,Industrial processes and product use,750.63
Luxembourg,2000,Industrial processes and product use,781.18
Luxembourg,2001,Industrial processes and product use,730.88
Luxembourg,2002,Industrial processes and product use,752.16
Luxembourg,2003,Industrial processes and product use,697.18
Luxembourg,2004,Industrial processes and product use,755.23
Luxembourg,2005,Industrial processes and product use,726.08
Luxembourg,2006,Industrial processes and product use,780.12
Luxembourg,2007,Industrial processes and product use,776.03
Luxembourg,2008,Industrial processes and product use,721.51
Luxembourg,2009,Industrial processes and product use,650.91
Luxembourg,2010,Industrial processes and product use,675.77
Luxembourg,2011,Industrial processes and product use,692.07
Luxembourg,2012,Industrial processes and product use,632.81
Luxembourg,2013,Industrial processes and product use,616
Luxembourg,2014,Industrial processes and product use,632.61
Luxembourg,2015,Industrial processes and product use,625.11
Luxembourg,2016,Industrial processes and product use,650.69
Luxembourg,2017,Industrial processes and product use,659.63
Luxembourg,1990,Agriculture,695.57
Luxembourg,1991,Agriculture,709.26
Luxembourg,1992,Agriculture,698.39
Luxembourg,1993,Agriculture,694.27
Luxembourg,1994,Agriculture,684.74
Luxembourg,1995,Agriculture,702.11
Luxembourg,1996,Agriculture,709.78
Luxembourg,1997,Agriculture,699.76
Luxembourg,1998,Agriculture,694.48
Luxembourg,1999,Agriculture,702.12
Luxembourg,2000,Agriculture,694.56
Luxembourg,2001,Agriculture,678.47
Luxembourg,2002,Agriculture,661.5
Luxembourg,2003,Agriculture,624.67
Luxembourg,2004,Agriculture,644.51
Luxembourg,2005,Agriculture,628.9
Luxembourg,2006,Agriculture,620.26
Luxembourg,2007,Agriculture,634.52
Luxembourg,2008,Agriculture,648.34
Luxembourg,2009,Agriculture,650.46
Luxembourg,2010,Agriculture,659.9
Luxembourg,2011,Agriculture,647.8
Luxembourg,2012,Agriculture,634.42
Luxembourg,2013,Agriculture,644.89
Luxembourg,2014,Agriculture,659.58
Luxembourg,2015,Agriculture,672.75
Luxembourg,2016,Agriculture,688.16
Luxembourg,2017,Agriculture,697.69
Luxembourg,1990,LULUCF,101.25
Luxembourg,1991,LULUCF,-194.21
Luxembourg,1992,LULUCF,-544.6
Luxembourg,1993,LULUCF,-648.55
Luxembourg,1994,LULUCF,-448.9
Luxembourg,1995,LULUCF,-568.93
Luxembourg,1996,LULUCF,-615.05
Luxembourg,1997,LULUCF,-707.04
Luxembourg,1998,LULUCF,-589.97
Luxembourg,1999,LULUCF,-683.97
Luxembourg,2000,LULUCF,-717.53
Luxembourg,2001,LULUCF,-701.08
Luxembourg,2002,LULUCF,-699.25
Luxembourg,2003,LULUCF,-655.6
Luxembourg,2004,LULUCF,-676.95
Luxembourg,2005,LULUCF,-623.72
Luxembourg,2006,LULUCF,-529.11
Luxembourg,2007,LULUCF,-438.5
Luxembourg,2008,LULUCF,-450.22
Luxembourg,2009,LULUCF,-431.75
Luxembourg,2010,LULUCF,-119.48
Luxembourg,2011,LULUCF,-290.95
Luxembourg,2012,LULUCF,-381.75
Luxembourg,2013,LULUCF,-559.28
Luxembourg,2014,LULUCF,-472.3
Luxembourg,2015,LULUCF,-421.57
Luxembourg,2016,LULUCF,-509.36
Luxembourg,2017,LULUCF,-402.41
Luxembourg,1990,Waste,105.14
Luxembourg,1991,Waste,107.09
Luxembourg,1992,Waste,107.62
Luxembourg,1993,Waste,109.02
Luxembourg,1994,Waste,100.92
Luxembourg,1995,Waste,101.03
Luxembourg,1996,Waste,102.92
Luxembourg,1997,Waste,105.24
Luxembourg,1998,Waste,106.88
Luxembourg,1999,Waste,106.13
Luxembourg,2000,Waste,105.21
Luxembourg,2001,Waste,104.63
Luxembourg,2002,Waste,105.13
Luxembourg,2003,Waste,109.24
Luxembourg,2004,Waste,104.32
Luxembourg,2005,Waste,104.82
Luxembourg,2006,Waste,105.04
Luxembourg,2007,Waste,106.46
Luxembourg,2008,Waste,107.47
Luxembourg,2009,Waste,106.17
Luxembourg,2010,Waste,95.07
Luxembourg,2011,Waste,90.97
Luxembourg,2012,Waste,89.1
Luxembourg,2013,Waste,89.5
Luxembourg,2014,Waste,90.64
Luxembourg,2015,Waste,85.38
Luxembourg,2016,Waste,83.55
Luxembourg,2017,Waste,84
Luxembourg,1990,Other,NA
Luxembourg,1991,Other,NA
Luxembourg,1992,Other,NA
Luxembourg,1993,Other,NA
Luxembourg,1994,Other,NA
Luxembourg,1995,Other,NA
Luxembourg,1996,Other,NA
Luxembourg,1997,Other,NA
Luxembourg,1998,Other,NA
Luxembourg,1999,Other,NA
Luxembourg,2000,Other,NA
Luxembourg,2001,Other,NA
Luxembourg,2002,Other,NA
Luxembourg,2003,Other,NA
Luxembourg,2004,Other,NA
Luxembourg,2005,Other,NA
Luxembourg,2006,Other,NA
Luxembourg,2007,Other,NA
Luxembourg,2008,Other,NA
Luxembourg,2009,Other,NA
Luxembourg,2010,Other,NA
Luxembourg,2011,Other,NA
Luxembourg,2012,Other,NA
Luxembourg,2013,Other,NA
Luxembourg,2014,Other,NA
Luxembourg,2015,Other,NA
Luxembourg,2016,Other,NA
Luxembourg,2017,Other,NA
Malta,1990,Energy,1950
Malta,1991,Energy,2119.48
Malta,1992,Energy,2313.91
Malta,1993,Energy,2326.96
Malta,1994,Energy,2493.39
Malta,1995,Energy,2485.5
Malta,1996,Energy,2444.38
Malta,1997,Energy,2490.05
Malta,1998,Energy,2494.06
Malta,1999,Energy,2541.15
Malta,2000,Energy,2535.5
Malta,2001,Energy,2435.18
Malta,2002,Energy,2429.41
Malta,2003,Energy,2636.4
Malta,2004,Energy,2548.79
Malta,2005,Energy,2605.25
Malta,2006,Energy,2612.45
Malta,2007,Energy,2692.3
Malta,2008,Energy,2768.7
Malta,2009,Energy,2538.72
Malta,2010,Energy,2540.26
Malta,2011,Energy,2619.24
Malta,2012,Energy,2778.69
Malta,2013,Energy,2438.58
Malta,2014,Energy,2426.55
Malta,2015,Energy,1717.33
Malta,2016,Energy,1414.24
Malta,2017,Energy,1617.86
Malta,1990,Industrial processes and product use,7.78
Malta,1991,Industrial processes and product use,8.01
Malta,1992,Industrial processes and product use,9.02
Malta,1993,Industrial processes and product use,9.04
Malta,1994,Industrial processes and product use,9.32
Malta,1995,Industrial processes and product use,9.29
Malta,1996,Industrial processes and product use,9.09
Malta,1997,Industrial processes and product use,9.3
Malta,1998,Industrial processes and product use,8.73
Malta,1999,Industrial processes and product use,8.15
Malta,2000,Industrial processes and product use,14.99
Malta,2001,Industrial processes and product use,19.1
Malta,2002,Industrial processes and product use,22.97
Malta,2003,Industrial processes and product use,24.71
Malta,2004,Industrial processes and product use,37.07
Malta,2005,Industrial processes and product use,49.46
Malta,2006,Industrial processes and product use,86.96
Malta,2007,Industrial processes and product use,104.66
Malta,2008,Industrial processes and product use,120.09
Malta,2009,Industrial processes and product use,140.47
Malta,2010,Industrial processes and product use,152.37
Malta,2011,Industrial processes and product use,179.23
Malta,2012,Industrial processes and product use,208.82
Malta,2013,Industrial processes and product use,231.59
Malta,2014,Industrial processes and product use,243.2
Malta,2015,Industrial processes and product use,256.73
Malta,2016,Industrial processes and product use,266
Malta,2017,Industrial processes and product use,317.31
Malta,1990,Agriculture,76.6
Malta,1991,Agriculture,77.65
Malta,1992,Agriculture,78.95
Malta,1993,Agriculture,78.73
Malta,1994,Agriculture,76.74
Malta,1995,Agriculture,77.08
Malta,1996,Agriculture,76.28
Malta,1997,Agriculture,77.49
Malta,1998,Agriculture,76.16
Malta,1999,Agriculture,75.24
Malta,2000,Agriculture,77.38
Malta,2001,Agriculture,75.67
Malta,2002,Agriculture,74.57
Malta,2003,Agriculture,71.85
Malta,2004,Agriculture,73.73
Malta,2005,Agriculture,75.83
Malta,2006,Agriculture,75.56
Malta,2007,Agriculture,76.57
Malta,2008,Agriculture,72.43
Malta,2009,Agriculture,69.48
Malta,2010,Agriculture,68.1
Malta,2011,Agriculture,64.96
Malta,2012,Agriculture,66.56
Malta,2013,Agriculture,66.08
Malta,2014,Agriculture,65.79
Malta,2015,Agriculture,67.86
Malta,2016,Agriculture,66.64
Malta,2017,Agriculture,65.13
Malta,1990,LULUCF,2.96
Malta,1991,LULUCF,4.75
Malta,1992,LULUCF,4.36
Malta,1993,LULUCF,3.27
Malta,1994,LULUCF,3.68
Malta,1995,LULUCF,3.07
Malta,1996,LULUCF,3
Malta,1997,LULUCF,2.93
Malta,1998,LULUCF,2.55
Malta,1999,LULUCF,1.92
Malta,2000,LULUCF,3.15
Malta,2001,LULUCF,2.11
Malta,2002,LULUCF,1.26
Malta,2003,LULUCF,1.39
Malta,2004,LULUCF,1.54
Malta,2005,LULUCF,1.71
Malta,2006,LULUCF,1.88
Malta,2007,LULUCF,2.01
Malta,2008,LULUCF,2.11
Malta,2009,LULUCF,2.25
Malta,2010,LULUCF,2
Malta,2011,LULUCF,2.23
Malta,2012,LULUCF,2.47
Malta,2013,LULUCF,2.71
Malta,2014,LULUCF,2.94
Malta,2015,LULUCF,3.18
Malta,2016,LULUCF,3.41
Malta,2017,LULUCF,3.65
Malta,1990,Waste,68.79
Malta,1991,Waste,75.12
Malta,1992,Waste,81.13
Malta,1993,Waste,88.75
Malta,1994,Waste,97.03
Malta,1995,Waste,104
Malta,1996,Waste,108.59
Malta,1997,Waste,115.13
Malta,1998,Waste,125.14
Malta,1999,Waste,130.11
Malta,2000,Waste,139.81
Malta,2001,Waste,146.41
Malta,2002,Waste,153.02
Malta,2003,Waste,161.73
Malta,2004,Waste,170.05
Malta,2005,Waste,179.09
Malta,2006,Waste,188
Malta,2007,Waste,192.58
Malta,2008,Waste,113.08
Malta,2009,Waste,129.73
Malta,2010,Waste,149.21
Malta,2011,Waste,134.04
Malta,2012,Waste,133.32
Malta,2013,Waste,123.78
Malta,2014,Waste,139.39
Malta,2015,Waste,146.24
Malta,2016,Waste,148.8
Malta,2017,Waste,151.29
Malta,1990,Other,NA
Malta,1991,Other,NA
Malta,1992,Other,NA
Malta,1993,Other,NA
Malta,1994,Other,NA
Malta,1995,Other,NA
Malta,1996,Other,NA
Malta,1997,Other,NA
Malta,1998,Other,NA
Malta,1999,Other,NA
Malta,2000,Other,NA
Malta,2001,Other,NA
Malta,2002,Other,NA
Malta,2003,Other,NA
Malta,2004,Other,NA
Malta,2005,Other,NA
Malta,2006,Other,NA
Malta,2007,Other,NA
Malta,2008,Other,NA
Malta,2009,Other,NA
Malta,2010,Other,NA
Malta,2011,Other,NA
Malta,2012,Other,NA
Malta,2013,Other,NA
Malta,2014,Other,NA
Malta,2015,Other,NA
Malta,2016,Other,NA
Malta,2017,Other,NA
Monaco,1990,Energy,100.5
Monaco,1991,Energy,101.33
Monaco,1992,Energy,106.92
Monaco,1993,Energy,105.81
Monaco,1994,Energy,106.4
Monaco,1995,Energy,102.94
Monaco,1996,Energy,106.5
Monaco,1997,Energy,105.09
Monaco,1998,Energy,103.78
Monaco,1999,Energy,104.53
Monaco,2000,Energy,102.06
Monaco,2001,Energy,102.05
Monaco,2002,Energy,101.61
Monaco,2003,Energy,98.71
Monaco,2004,Energy,93.44
Monaco,2005,Energy,91.76
Monaco,2006,Energy,85.22
Monaco,2007,Energy,85.66
Monaco,2008,Energy,83.71
Monaco,2009,Energy,80.19
Monaco,2010,Energy,78.67
Monaco,2011,Energy,76.12
Monaco,2012,Energy,79.28
Monaco,2013,Energy,80.31
Monaco,2014,Energy,75.42
Monaco,2015,Energy,78.52
Monaco,2016,Energy,77.23
Monaco,2017,Energy,75.74
Monaco,1990,Industrial processes and product use,0.44
Monaco,1991,Industrial processes and product use,0.45
Monaco,1992,Industrial processes and product use,0.48
Monaco,1993,Industrial processes and product use,0.52
Monaco,1994,Industrial processes and product use,0.62
Monaco,1995,Industrial processes and product use,0.63
Monaco,1996,Industrial processes and product use,1.32
Monaco,1997,Industrial processes and product use,0.95
Monaco,1998,Industrial processes and product use,1.39
Monaco,1999,Industrial processes and product use,1.42
Monaco,2000,Industrial processes and product use,4.57
Monaco,2001,Industrial processes and product use,2.46
Monaco,2002,Industrial processes and product use,3.27
Monaco,2003,Industrial processes and product use,3.71
Monaco,2004,Industrial processes and product use,4.35
Monaco,2005,Industrial processes and product use,4.62
Monaco,2006,Industrial processes and product use,4.07
Monaco,2007,Industrial processes and product use,6.68
Monaco,2008,Industrial processes and product use,6.5
Monaco,2009,Industrial processes and product use,6.43
Monaco,2010,Industrial processes and product use,6.67
Monaco,2011,Industrial processes and product use,7.47
Monaco,2012,Industrial processes and product use,6.61
Monaco,2013,Industrial processes and product use,7.51
Monaco,2014,Industrial processes and product use,6.33
Monaco,2015,Industrial processes and product use,7.75
Monaco,2016,Industrial processes and product use,8.13
Monaco,2017,Industrial processes and product use,8.89
Monaco,1990,Agriculture,NA
Monaco,1991,Agriculture,NA
Monaco,1992,Agriculture,NA
Monaco,1993,Agriculture,NA
Monaco,1994,Agriculture,NA
Monaco,1995,Agriculture,NA
Monaco,1996,Agriculture,NA
Monaco,1997,Agriculture,NA
Monaco,1998,Agriculture,NA
Monaco,1999,Agriculture,NA
Monaco,2000,Agriculture,NA
Monaco,2001,Agriculture,NA
Monaco,2002,Agriculture,NA
Monaco,2003,Agriculture,NA
Monaco,2004,Agriculture,NA
Monaco,2005,Agriculture,NA
Monaco,2006,Agriculture,NA
Monaco,2007,Agriculture,NA
Monaco,2008,Agriculture,NA
Monaco,2009,Agriculture,NA
Monaco,2010,Agriculture,NA
Monaco,2011,Agriculture,NA
Monaco,2012,Agriculture,NA
Monaco,2013,Agriculture,NA
Monaco,2014,Agriculture,NA
Monaco,2015,Agriculture,NA
Monaco,2016,Agriculture,NA
Monaco,2017,Agriculture,NA
Monaco,1990,LULUCF,0
Monaco,1991,LULUCF,0
Monaco,1992,LULUCF,-0.01
Monaco,1993,LULUCF,-0.01
Monaco,1994,LULUCF,-0.02
Monaco,1995,LULUCF,-0.02
Monaco,1996,LULUCF,-0.03
Monaco,1997,LULUCF,-0.03
Monaco,1998,LULUCF,-0.03
Monaco,1999,LULUCF,-0.03
Monaco,2000,LULUCF,-0.04
Monaco,2001,LULUCF,-0.04
Monaco,2002,LULUCF,-0.03
Monaco,2003,LULUCF,-0.03
Monaco,2004,LULUCF,-0.01
Monaco,2005,LULUCF,-0.04
Monaco,2006,LULUCF,-0.05
Monaco,2007,LULUCF,-0.05
Monaco,2008,LULUCF,-0.06
Monaco,2009,LULUCF,-0.06
Monaco,2010,LULUCF,-0.05
Monaco,2011,LULUCF,-0.04
Monaco,2012,LULUCF,-0.04
Monaco,2013,LULUCF,-0.03
Monaco,2014,LULUCF,-0.03
Monaco,2015,LULUCF,0.07
