geotype,geoid,geoname,count,discuss,discussOppose,reducetax,reducetaxOppose,prioritycleanenergy,prioritycleanenergyOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,drilloffshore,drilloffshoreOppose,drillanwr,drillanwrOppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,gwvoteimp,gwvoteimpOppose,generaterenewable,generaterenewableOppose,exp,expOppose,teachgw,teachgwOppose,priority,priorityOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmus,harmusOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose
cd118,2804,"Congressional District 4, Mississippi",569396,27.37,72.63,59.00,41.01,55.30,18.22,47.94,21.29,47.40,22.34,51.26,30.88,43.84,36.26,59.69,18.29,50.35,19.26,67.27,32.73,70.78,29.22,37.64,62.36,72.31,27.69,66.73,33.27,26.17,73.83,45.98,42.84,72.70,27.30,34.53,65.47,66.87,33.13,42.97,35.28,60.82,24.97,46.90,38.06,41.43,30.67,51.12,48.88,36.84,52.72,51.28,38.79,51.60,32.82,56.05,28.70,55.87,32.08,45.75,54.25,46.54,9.92
cd118,2901,"Congressional District 1, Missouri",604248,37.83,62.17,75.22,24.78,70.90,8.67,61.53,14.43,59.91,14.04,66.08,18.15,55.86,21.65,71.63,13.90,64.97,13.16,77.09,22.91,55.81,44.19,26.79,73.21,81.63,18.38,76.86,23.14,28.66,71.34,58.73,31.66,81.28,18.72,49.17,50.83,80.12,19.88,61.34,16.72,75.96,10.54,58.46,28.39,55.49,20.01,68.18,31.82,49.44,37.83,64.80,22.97,68.44,17.11,72.90,13.59,73.11,15.08,61.90,38.10,67.49,5.97
cd118,2902,"Congressional District 2, Missouri",595598,36.11,63.89,65.00,35.00,66.11,11.67,52.76,20.06,50.69,20.91,59.18,26.25,50.74,29.75,67.19,16.10,60.63,16.49,72.57,27.43,55.71,44.29,29.44,70.56,80.06,19.94,72.78,27.22,34.15,65.85,51.99,38.12,77.18,22.82,41.57,58.43,73.76,26.25,51.62,24.57,72.65,17.44,53.48,33.23,53.96,27.13,61.31,38.69,41.45,51.00,58.87,33.51,65.67,23.17,70.20,19.93,69.54,21.36,57.20,42.80,62.02,8.51
cd118,2903,"Congressional District 3, Missouri",605308,31.71,68.29,57.70,42.30,55.81,16.48,48.01,22.47,44.49,23.59,50.98,29.81,42.66,36.14,61.28,20.31,53.65,19.51,65.65,34.35,63.27,36.73,35.67,64.33,73.73,26.27,68.67,31.33,31.04,68.96,44.94,43.51,73.26,26.74,35.71,64.29,67.79,32.21,40.23,34.10,63.27,23.18,51.69,35.54,47.40,31.42,52.78,47.22,35.73,56.03,52.73,39.42,57.27,31.39,63.20,26.30,61.89,30.03,48.09,51.92,54.25,10.26
cd118,2904,"Congressional District 4, Missouri",594449,29.76,70.24,60.74,39.26,57.15,14.27,48.65,21.14,46.83,20.32,53.94,29.31,45.80,32.65,63.12,16.59,56.80,16.82,66.63,33.37,63.74,36.26,37.32,62.68,75.38,24.62,68.71,31.29,30.29,69.71,46.17,42.78,74.84,25.16,35.30,64.70,68.68,31.32,44.93,28.66,65.96,17.87,48.50,37.72,46.06,30.10,54.39,45.61,37.17,54.69,53.43,39.26,57.55,32.31,63.25,26.27,62.62,29.87,48.60,51.40,54.62,9.57
cd118,2905,"Congressional District 5, Missouri",594063,34.13,65.87,67.13,32.87,62.56,11.18,56.12,17.58,53.27,16.81,61.00,21.02,53.58,24.59,68.14,12.97,61.36,13.34,73.91,26.10,61.42,38.58,29.37,70.63,78.69,21.32,73.16,26.84,28.58,71.43,54.11,36.40,77.70,22.30,41.38,58.62,75.39,24.61,53.53,20.61,71.94,15.43,57.91,30.47,54.96,23.32,63.33,36.67,43.70,45.16,59.67,30.38,65.59,23.10,69.00,19.62,68.65,21.68,56.39,43.61,61.75,8.03
cd118,2906,"Congressional District 6, Missouri",590719,29.37,70.63,62.76,37.24,60.71,13.41,49.70,21.44,46.70,21.64,54.22,25.90,45.70,31.08,65.24,16.02,56.36,16.34,68.44,31.56,64.95,35.05,38.81,61.19,76.27,23.73,70.64,29.36,29.28,70.72,48.40,41.38,73.99,26.02,36.33,63.68,68.28,31.72,46.53,27.24,63.92,22.29,52.60,33.79,49.89,27.58,56.53,43.47,38.35,50.18,55.03,34.33,60.05,26.24,64.02,23.96,62.91,26.66,52.17,47.84,54.80,9.75
cd118,2907,"Congressional District 7, Missouri",597622,30.91,69.09,60.60,39.40,58.40,14.96,47.47,21.57,46.05,20.63,53.30,25.94,46.03,31.60,63.78,14.38,55.28,16.67,67.15,32.85,62.60,37.40,39.01,61.00,75.07,24.93,69.72,30.28,30.69,69.31,47.76,42.21,74.27,25.73,35.51,64.49,68.11,31.89,43.28,29.95,62.85,23.30,51.61,34.65,48.73,30.32,55.89,44.11,37.29,52.60,54.45,36.32,58.73,29.54,63.82,26.04,62.72,28.54,47.52,52.48,54.38,10.46
cd118,2908,"Congressional District 8, Missouri",597950,29.67,70.33,61.52,38.48,60.70,15.59,48.69,22.00,46.92,20.69,53.69,27.21,48.17,31.47,65.15,15.08,55.89,15.76,68.06,31.94,60.54,39.46,33.09,66.91,75.34,24.66,69.63,30.37,28.11,71.89,49.90,40.72,73.15,26.85,33.45,66.55,70.81,29.19,46.87,30.21,64.77,21.31,53.72,34.69,47.18,29.77,56.14,43.86,36.36,53.64,53.96,36.15,59.13,28.62,63.46,25.69,62.88,27.27,50.80,49.20,52.66,10.47
cd118,3001,"Congressional District 1, Montana",439746,36.65,63.35,58.71,41.29,60.36,14.05,50.17,21.98,46.34,22.55,56.29,27.29,46.60,31.40,67.51,12.99,58.29,14.25,69.08,30.92,53.31,46.69,30.90,69.10,76.73,23.27,71.55,28.45,34.88,65.12,52.92,37.61,75.08,24.92,39.49,60.51,68.28,31.72,47.95,28.98,69.34,20.51,51.47,33.46,54.32,27.96,59.91,40.09,38.92,51.86,56.00,33.87,62.32,25.69,63.77,25.62,64.83,26.02,54.71,45.29,59.23,9.16
cd118,3002,"Congressional District 2, Montana",420747,34.29,65.71,54.97,45.03,56.27,16.08,46.61,23.22,43.16,26.49,50.54,35.16,42.29,37.68,63.13,15.58,52.71,16.43,68.02,31.98,57.71,42.29,32.68,67.32,75.41,24.59,68.27,31.73,32.86,67.14,50.14,39.85,72.98,27.02,37.41,62.59,65.48,34.52,40.50,38.01,64.91,25.23,48.79,36.57,48.37,32.24,53.90,46.10,37.82,53.34,53.61,37.23,59.87,27.82,62.80,25.64,63.29,26.96,48.07,51.93,55.46,9.27
cd118,3101,"Congressional District 1, Nebraska",498401,33.31,66.69,63.57,36.43,60.68,13.62,50.14,21.24,47.75,20.94,55.31,25.28,47.02,29.95,64.86,16.70,56.91,15.80,70.46,29.54,56.79,43.21,32.91,67.09,77.91,22.10,70.24,29.76,31.60,68.40,48.37,41.01,75.83,24.17,38.48,61.52,69.49,30.51,44.76,31.60,69.27,19.03,50.91,35.54,50.54,29.72,59.11,40.89,39.35,53.06,56.95,34.62,64.34,25.21,66.89,23.34,66.72,25.67,51.22,48.78,59.21,9.20
cd118,3102,"Congressional District 2, Nebraska",483944,33.50,66.50,64.73,35.27,60.69,12.12,51.67,19.01,49.31,19.38,57.17,23.13,47.62,27.58,66.09,14.06,58.35,14.52,70.95,29.05,59.85,40.15,33.15,66.85,78.59,21.41,71.96,28.04,31.62,68.38,52.32,37.35,77.09,22.91,40.99,59.01,74.39,25.61,48.77,24.55,70.33,16.28,54.27,34.39,52.75,25.43,59.95,40.05,40.67,52.35,57.79,35.07,64.99,25.04,68.18,21.77,68.60,23.63,53.90,46.10,60.93,8.63
cd118,3103,"Congressional District 3, Nebraska",496159,27.73,72.27,58.44,41.56,53.20,16.48,46.21,22.71,44.19,23.59,47.80,31.09,41.61,36.32,58.28,19.09,51.07,18.49,66.01,33.99,63.18,36.82,34.85,65.15,73.12,26.88,66.50,33.50,29.08,70.92,44.85,44.31,71.75,28.25,34.40,65.60,65.47,34.53,42.16,36.75,62.73,22.94,48.82,38.48,48.14,28.77,51.98,48.02,34.98,56.08,51.57,39.01,58.21,29.08,61.17,27.80,61.20,29.56,46.67,53.34,51.78,10.27
cd118,3201,"Congressional District 1, Nevada",585932,33.91,66.09,66.01,34.00,67.09,10.64,56.99,18.43,54.37,18.91,59.87,23.40,50.69,26.71,66.77,13.91,60.77,12.72,74.40,25.60,56.30,43.70,29.43,70.57,79.49,20.51,72.48,27.52,30.72,69.28,57.76,32.50,78.65,21.35,45.36,54.64,76.03,23.98,54.58,26.09,72.44,15.17,57.90,28.76,55.88,22.98,65.16,34.84,49.51,41.81,63.68,26.45,67.63,20.14,70.82,18.30,70.88,19.26,57.49,42.51,63.67,6.94
cd118,3202,"Congressional District 2, Nevada",612671,35.38,64.62,62.21,37.80,61.43,12.28,53.36,20.47,50.78,22.23,58.64,28.06,50.16,31.07,67.17,13.73,58.49,14.78,71.98,28.02,56.59,43.41,30.75,69.25,78.90,21.11,72.34,27.66,33.40,66.60,55.13,35.12,77.40,22.60,43.11,56.89,72.64,27.36,51.45,29.89,72.34,16.33,56.29,30.21,52.92,27.08,63.18,36.82,44.27,47.85,59.98,30.92,64.47,23.82,67.01,22.33,67.68,23.72,56.95,43.05,61.32,8.07
cd118,3203,"Congressional District 3, Nevada",622438,37.83,62.17,67.75,32.25,67.35,10.43,57.88,18.88,54.17,18.53,62.64,22.06,52.86,26.04,68.26,13.15,62.20,14.73,74.13,25.87,55.08,44.92,28.92,71.08,80.57,19.43,74.75,25.25,31.76,68.24,55.31,34.46,79.04,20.96,45.54,54.47,78.64,21.36,56.60,23.65,72.04,16.58,60.47,27.40,57.35,23.63,65.14,34.86,48.46,43.64,63.01,27.99,67.19,22.18,70.50,19.67,70.11,21.81,60.72,39.29,64.82,7.23
cd118,3204,"Congressional District 4, Nevada",594084,33.72,66.28,65.69,34.31,67.17,10.72,58.55,19.02,56.70,19.67,62.90,22.47,52.44,24.74,67.82,14.07,61.27,15.21,73.79,26.22,57.32,42.68,35.24,64.77,78.69,21.31,72.28,27.72,29.14,70.87,53.29,34.85,77.61,22.39,44.61,55.39,75.88,24.12,57.60,22.69,71.69,15.09,57.15,29.02,54.12,24.03,64.07,35.93,49.91,38.82,62.62,25.87,65.70,21.38,69.19,18.59,69.16,20.06,61.65,38.35,63.75,7.23
cd118,3301,"Congressional District 1, New Hampshire",561413,37.22,62.78,65.94,34.06,67.01,11.20,54.28,19.33,53.97,18.32,63.47,23.08,54.48,25.43,69.70,14.38,61.48,12.48,75.44,24.56,55.94,44.06,30.74,69.26,79.54,20.46,74.71,25.29,35.55,64.45,57.87,33.41,78.38,21.62,42.65,57.35,72.95,27.05,56.80,22.78,72.29,16.17,60.48,29.80,58.31,25.25,64.33,35.67,41.64,51.64,60.97,33.26,67.11,24.43,72.36,20.72,70.54,23.72,57.10,42.90,64.36,8.51
cd118,3302,"Congressional District 2, New Hampshire",562008,38.68,61.32,66.17,33.83,65.85,10.86,52.17,20.30,51.47,19.09,60.89,24.22,52.41,27.87,69.90,14.83,61.39,13.35,74.86,25.14,54.98,45.03,31.88,68.12,79.24,20.76,74.37,25.64,35.90,64.10,55.84,34.81,77.98,22.02,42.90,57.10,73.78,26.22,52.20,23.85,71.03,16.51,57.47,31.93,56.36,25.11,62.91,37.09,40.82,52.15,60.51,32.30,65.89,23.82,71.88,20.70,70.46,22.46,55.31,44.69,65.01,8.46
cd118,3401,"Congressional District 1, New Jersey",602163,33.57,66.43,73.64,26.36,67.00,9.76,57.97,17.90,57.56,17.05,65.20,19.84,55.79,21.91,70.72,12.52,63.63,13.08,78.70,21.30,55.43,44.57,30.02,69.98,81.39,18.61,77.64,22.36,30.69,69.31,59.82,30.96,79.59,20.41,44.49,55.51,78.75,21.25,58.05,17.65,75.10,11.53,60.80,29.66,59.24,22.34,68.05,31.96,47.61,42.17,63.97,26.29,71.73,17.23,74.48,15.57,74.68,16.79,59.92,40.08,67.47,6.89
cd118,3410,"Congressional District 10, New Jersey",588647,38.03,61.98,80.78,19.22,74.83,6.63,67.49,11.89,67.88,11.01,72.27,12.99,64.04,13.87,75.28,9.62,69.80,8.92,83.04,16.96,49.08,50.92,24.61,75.39,83.55,16.45,78.19,21.81,28.07,71.93,70.63,21.85,83.67,16.33,52.75,47.25,85.63,14.37,67.69,10.48,78.31,7.85,65.58,24.80,62.65,15.10,75.38,24.63,57.46,30.19,71.93,16.63,77.64,10.53,79.15,9.02,80.06,9.57,69.54,30.46,72.59,4.25
cd118,3411,"Congressional District 11, New Jersey",603921,42.89,57.11,75.87,24.13,70.05,8.39,60.98,15.79,60.67,14.21,71.39,16.99,62.06,19.28,77.45,11.15,70.04,10.39,82.16,17.84,46.85,53.16,23.20,76.81,84.31,15.69,79.16,20.84,36.31,63.69,64.88,26.74,82.64,17.36,50.43,49.57,83.38,16.62,59.83,15.37,80.78,9.43,67.17,23.89,67.23,20.04,73.79,26.21,50.76,43.63,69.44,23.99,76.72,15.30,79.12,13.31,79.01,14.54,64.36,35.64,73.18,6.01
cd118,3412,"Congressional District 12, New Jersey",598282,42.22,57.79,75.97,24.03,72.35,8.20,63.03,15.35,63.17,14.59,69.34,17.51,61.21,18.94,76.88,10.57,68.53,9.99,81.85,18.15,48.19,51.81,25.64,74.36,82.70,17.30,78.76,21.24,31.99,68.01,66.31,25.74,81.74,18.26,49.97,50.03,81.09,18.92,65.09,15.01,80.43,10.15,66.15,25.27,64.83,18.49,71.82,28.18,50.49,42.79,69.01,23.79,75.94,15.34,77.77,13.36,78.51,13.96,61.24,38.76,72.36,5.76
cd118,3402,"Congressional District 2, New Jersey",614629,34.14,65.87,70.51,29.49,66.81,10.16,58.34,18.71,58.79,17.30,67.35,18.16,59.52,20.81,74.37,11.01,63.82,12.73,78.12,21.88,54.13,45.87,29.74,70.27,80.36,19.64,76.23,23.78,28.77,71.24,56.31,33.78,77.96,22.04,41.10,58.90,76.45,23.55,58.09,18.76,71.68,13.38,59.66,29.51,55.81,25.39,66.63,33.37,45.37,44.83,62.35,28.41,70.91,18.45,72.82,17.18,73.33,17.69,59.06,40.94,63.93,7.47
cd118,3403,"Congressional District 3, New Jersey",614751,34.70,65.30,71.88,28.12,66.18,10.32,57.58,18.61,58.05,19.41,65.36,21.32,55.75,23.94,72.58,13.98,64.64,13.23,78.44,21.56,53.25,46.75,30.00,70.00,81.22,18.78,76.55,23.45,31.48,68.52,59.20,31.65,80.07,19.93,43.22,56.79,77.16,22.84,55.87,19.90,74.66,12.54,62.90,27.29,61.69,23.18,67.43,32.57,46.65,45.99,63.66,27.31,70.16,19.86,73.96,16.71,74.21,17.85,57.54,42.46,66.80,7.21
cd118,3404,"Congressional District 4, New Jersey",585638,33.54,66.46,69.88,30.12,63.92,11.00,52.04,20.11,52.50,19.63,60.85,21.74,50.80,27.11,68.59,13.33,59.98,14.00,76.75,23.25,58.45,41.56,32.87,67.13,79.23,20.77,75.05,24.95,32.33,67.67,59.79,31.55,78.38,21.62,40.29,59.71,76.57,23.44,52.06,22.71,71.22,16.77,55.12,31.67,55.19,26.98,64.35,35.66,42.12,50.39,60.49,31.47,67.76,22.72,71.92,19.14,71.61,21.55,53.50,46.50,63.99,8.04
cd118,3405,"Congressional District 5, New Jersey",607081,37.99,62.02,73.50,26.50,69.59,9.21,59.40,16.85,59.76,15.70,68.05,19.28,58.26,22.97,74.24,10.11,66.80,10.86,79.62,20.38,56.30,43.71,26.76,73.24,81.54,18.46,77.84,22.16,34.32,65.68,61.52,29.27,81.64,18.36,47.10,52.90,81.56,18.45,59.60,17.72,77.77,10.23,64.62,27.62,64.40,20.98,71.96,28.04,46.57,47.15,66.63,26.45,74.68,16.22,76.57,15.11,76.48,16.52,57.25,42.75,69.26,6.49
cd118,3406,"Congressional District 6, New Jersey",611175,36.70,63.30,73.83,26.17,68.96,9.51,59.84,16.60,58.80,17.19,67.01,18.74,58.15,21.20,72.56,11.76,64.95,12.81,78.83,21.17,53.39,46.61,28.76,71.24,80.85,19.15,77.42,22.58,31.48,68.53,61.48,29.20,80.71,19.29,46.91,53.09,78.74,21.26,60.49,17.16,77.23,10.24,61.14,27.47,63.17,20.15,70.39,29.61,49.97,41.14,66.44,24.95,72.27,17.24,75.41,14.08,75.22,14.69,58.19,41.81,69.27,6.18
cd118,3407,"Congressional District 7, New Jersey",610005,38.13,61.87,71.30,28.70,66.96,9.47,56.15,18.09,56.71,17.39,65.16,19.93,56.79,22.38,71.97,11.98,64.64,12.54,78.64,21.36,55.86,44.14,26.58,73.42,81.13,18.87,75.74,24.26,34.44,65.56,59.61,31.15,80.81,19.19,45.51,54.49,79.15,20.85,55.07,20.43,74.70,14.44,60.36,30.68,61.29,23.61,68.85,31.15,46.40,47.07,64.95,27.88,71.71,18.15,75.13,16.27,74.49,18.88,57.99,42.01,67.15,6.85
cd118,3408,"Congressional District 8, New Jersey",602138,45.25,54.75,84.18,15.82,78.80,5.65,70.28,11.38,71.05,9.86,78.21,10.66,70.18,12.20,80.60,8.04,75.14,7.54,86.28,13.72,42.95,57.05,19.64,80.36,86.37,13.63,82.30,17.70,35.12,64.88,74.97,18.25,85.92,14.08,57.92,42.08,88.06,11.94,72.89,9.03,85.79,6.33,76.19,17.36,74.12,12.81,81.81,18.19,61.28,32.82,77.06,16.31,82.27,10.44,83.95,8.17,84.80,8.46,71.99,28.01,79.61,3.86
cd118,3409,"Congressional District 9, New Jersey",595057,36.62,63.39,77.33,22.67,71.39,8.32,63.08,15.63,62.20,14.88,69.98,16.93,60.71,19.51,75.09,11.82,67.68,11.40,80.69,19.31,53.33,46.67,27.10,72.90,81.96,18.04,77.91,22.09,31.09,68.91,62.63,27.87,81.63,18.37,48.80,51.21,81.91,18.09,63.37,14.75,79.34,9.51,66.72,24.07,62.96,19.28,73.64,26.36,53.23,38.20,69.65,21.86,75.92,14.24,77.77,12.82,78.25,13.37,63.53,36.47,70.87,5.74
cd118,3501,"Congressional District 1, New Mexico",565393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3502,"Congressional District 2, New Mexico",534494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3503,"Congressional District 3, New Mexico",539100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3601,"Congressional District 1, New York",620129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3610,"Congressional District 10, New York",599745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3611,"Congressional District 11, New York",596971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3612,"Congressional District 12, New York",621877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3613,"Congressional District 13, New York",654283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3614,"Congressional District 14, New York",572485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3615,"Congressional District 15, New York",581766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3616,"Congressional District 16, New York",604696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3617,"Congressional District 17, New York",587194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3618,"Congressional District 18, New York",608530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3619,"Congressional District 19, New York",636802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3602,"Congressional District 2, New York",608765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3620,"Congressional District 20, New York",630167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3621,"Congressional District 21, New York",623724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3622,"Congressional District 22, New York",610715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3623,"Congressional District 23, New York",618195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3624,"Congressional District 24, New York",619757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3625,"Congressional District 25, New York",615917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3626,"Congressional District 26, New York",617858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3603,"Congressional District 3, New York",617356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3604,"Congressional District 4, New York",606892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3605,"Congressional District 5, New York",629254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3606,"Congressional District 6, New York",609979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3607,"Congressional District 7, New York",597174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3608,"Congressional District 8, New York",606066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3609,"Congressional District 9, New York",583715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3701,"Congressional District 1, North Carolina",590208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3710,"Congressional District 10, North Carolina",590119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3711,"Congressional District 11, North Carolina",612589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3712,"Congressional District 12, North Carolina",564112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3713,"Congressional District 13, North Carolina",573926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3714,"Congressional District 14, North Carolina",581280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3702,"Congressional District 2, North Carolina",574331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3703,"Congressional District 3, North Carolina",581729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3704,"Congressional District 4, North Carolina",592118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3705,"Congressional District 5, North Carolina",597334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3706,"Congressional District 6, North Carolina",582971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3707,"Congressional District 7, North Carolina",600376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3708,"Congressional District 8, North Carolina",574580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3709,"Congressional District 9, North Carolina",570659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd118,3800,"Congressional District (At Large), North Dakota",594141,27.62,72.38,57.32,42.68,53.58,15.93,45.17,22.90,42.22,24.22,46.51,31.98,40.56,36.05,60.47,15.95,51.67,16.95,65.42,34.58,69.04,30.96,39.30,60.70,73.46,26.54,70.00,30.00,29.58,70.42,44.69,44.09,71.88,28.13,33.68,66.32,67.59,32.42,37.35,34.36,60.33,25.86,44.43,43.41,45.07,31.55,50.01,49.99,33.54,59.40,50.99,41.80,55.26,34.78,62.19,29.04,62.41,31.06,43.10,56.90,51.33,10.44
cd118,3901,"Congressional District 1, Ohio",606338,34.45,65.55,66.96,33.04,64.61,11.10,56.26,16.83,58.88,15.43,64.26,22.00,54.32,25.81,72.11,11.04,62.07,12.44,74.90,25.10,56.78,43.22,32.01,67.99,78.86,21.14,75.23,24.78,30.87,69.13,53.30,36.13,78.18,21.82,40.75,59.25,72.65,27.35,52.13,25.06,72.86,15.96,59.93,29.08,59.68,24.46,60.99,39.01,41.06,50.00,60.15,31.28,66.71,22.58,68.91,20.38,68.84,20.80,57.23,42.78,62.83,7.80
cd118,3910,"Congressional District 10, Ohio",613458,29.31,70.69,64.20,35.80,57.07,14.63,50.43,19.88,51.93,19.83,55.36,27.01,46.80,30.95,65.12,16.20,55.76,17.10,71.72,28.28,68.73,31.28,36.99,63.01,75.89,24.11,69.28,30.72,29.72,70.28,49.19,40.39,76.55,23.45,37.50,62.50,73.77,26.23,44.82,31.62,65.18,19.18,50.54,36.82,46.48,29.00,56.21,43.79,38.52,54.15,55.55,35.85,59.91,28.41,64.44,24.12,63.53,27.55,49.05,50.95,56.07,9.13
cd118,3911,"Congressional District 11, Ohio",618631,37.89,62.11,74.65,25.35,72.19,9.01,62.76,12.98,63.52,11.89,68.69,15.36,58.98,17.54,72.28,10.74,65.39,10.90,78.89,21.11,53.39,46.61,25.46,74.54,82.81,17.19,78.29,21.71,28.21,71.79,60.19,29.85,81.71,18.29,46.93,53.07,81.39,18.61,64.00,16.45,78.28,9.17,60.23,27.74,61.56,18.48,68.05,31.96,48.98,40.47,66.41,22.56,70.57,16.40,73.10,14.10,74.07,14.06,63.90,36.10,69.01,5.87
